Title_val,CurrentYear_Funding_val,CurrentYear_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,PriorYear_Funding_val,PriorYear_Text_val,@PARENTROWID,@PARENT
"Ejection Seat Safety/Sustainability Improvement Program for Qualification of B-2 Seat Mod","6.000","One of the FY 2014 congressional reports specifically provided funds for Ejection seat safety/sustainabilty B-2 seat mod using the phrases only for or only to, or the item appears in one of the project level tables.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","43cd1f36adaab5b6e08e8aef41da07c4edd2355aa6533c8bef1fc7fe4fb0b6a1","0-65c9867a9369f6f25a51b836f28fa1a62b2be352f62c843d6076d135ba4f267e","","","0-35ef146ad707dd16de63266802c5a1d47ff4058aff7b7230ce6c342af4532311","root.record.ProgramElement.ProjectList.Project"
"Space Launch Range services and capability","5.600","Develop the capacity to provide mid-to-low inclination orbits or polar-to-high inclination orbits in support of the national security space program at spaceports or launch and range complexes that are commercially licensed by the Federal Aviation Administration (FAA).","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","634f43b6fb76ec544172b841a30a78a55dac97e99f297da892a1e8d8c05c7b0c","0-e0f1e870e8f5b630a7675904191c85a04466e2aab89326a781d18f22c318e90d","0.000","N/A","0-a67c83c5383db2e9a8e386445584c1c51d556a5a664255016359b8c4a17564e2","root.record.ProgramElement.ProjectList.Project"
"Rocket Propulsion System Technical Maturation and Risk Reduction","220.000","Continue research to develop new engine possibilities and propulsion development. Conduct special studies (to include but not limited to alternate manufacturing processes, launch system architecture, and other related activities). Continue efforts to provide robust modeling and design tools, reduce the risk of key propulsion system components, invest in material and manufacturing development, and advanced propulsion technologies.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","634f43b6fb76ec544172b841a30a78a55dac97e99f297da892a1e8d8c05c7b0c","0-b594ac9d958c573351f8f2972f71438c4a3a8fc376be6433ad4b0131e4487328","0.000","N/A","1-2579caf2b5ca9bdbd16d27fd6e0bf507c3dd3bbcb71b1712bc06ae1d9383417d","root.record.ProgramElement.ProjectList.Project"
"Combat Rescue Helicopter","100.000","Conduct development work on CRH aircraft, training systems and associated product support.  Conduct required testing. Management services including studies and analyses, miscellaneous program office support, travel, office supplies, training courses and service contracts.  Conduct Aircraft Systems Requirement Review and  Training Systems Requirements Review.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","0e8f319114ea7592db85e3bc2ee568cc0273504c3bdd900546197d1d10e41682","0-bc4beca98c0c857a071c4c3067aa48a139e2bd9596165735223e5d7328a3898b","0.000","N/A","0-92eeec27cb18d1bf690b5a0514a405b6778230225a7f08731b66f4624a61d86d","root.record.ProgramElement.ProjectList.Project"
"Program Increase","2.500","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","7cf9d734bf6530c91ee065f7e93f8dc0d58732904e3ce7de1381817b436e95f3","0-26a0de6ab1c85c2e60b2393c006978cacaa7221fcb7bbbd79b88d7caa77ed6ca","","","0-34df0d5cbfbd33336626c3c5d0cfe7ee982ea5afa671f5c15f3999e28bf8b9d9","root.record.ProgramElement.ProjectList.Project"
"Program Increase","23.782","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","107fe8ae525d8e42159751d2a6fed96e74a140d4ddbe103fefd522b73dae37d7","0-dcfada89705a3c1bfdd7141d7564e9d4cfc0cf3f65b04170a761908d6524f9d0","0.000","NA","0-51f0700782eeaefab183e77e863c31d0d113de487fa50b4857d05e15e37394b6","root.record.ProgramElement.ProjectList.Project"
"Program Increase","26.424","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","107fe8ae525d8e42159751d2a6fed96e74a140d4ddbe103fefd522b73dae37d7","0-c6539367253f1266597e87498972e2a8cbc6a77173030220d9ca2f9f58e8c1ba","0.000","NA","1-c12f69b0bfb1ca7e1d6ff9fc9fb12caa1d816790c06ea8bb4118cfd3743bc212","root.record.ProgramElement.ProjectList.Project"
"Program Increase","25.291","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","107fe8ae525d8e42159751d2a6fed96e74a140d4ddbe103fefd522b73dae37d7","0-a40f92aca2664a90d24ed503f57a19210aaf39811c599376f98a385fd4dcacf3","0.000","NA","2-cc5ee360e5f355410ad7b78d5c07ee36157708a86115786466c0057346dc56a0","root.record.ProgramElement.ProjectList.Project"
"Program Increase","20.000","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","33252e1efbfff62a67eeef1306d2fb58847cfeac4c2bbeb72a1bae5322036846","0-89684fa4455de05ff6dd4257cad3ce1931ad0ee7fb5f263cb2665eb420b2293e","0.000","NA","0-ff15f4c5f1613bfb5164c9e6ff5988b9ead210a38291ff6328b04771aadddded","root.record.ProgramElement.ProjectList.Project"
"Materials Research and Technology","","","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","fd3e1080b9eae05e59aa0a11c5b3789bd57275c4fc687290690920cc4e2c5343","0-ccc6922fb61efe680a3374a8bb2ed122bf472fc379c0478defdb801360c138f9","10.000","Conduct Congressionally-directed effort.","2-3bbe81e39b19d309dfe3cd69438527c8b7741c4c0a4f9d5ede5ba68964afe0dd","root.record.ProgramElement.ProjectList.Project"
"Metals Affordability Research","8.000","Conduct Congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","fd3e1080b9eae05e59aa0a11c5b3789bd57275c4fc687290690920cc4e2c5343","1-ca8ec7c86300b1f57c7f0313b70b5c938fa621b0d5660b7ad2bafc0b6b953fa8","5.000","Conduct Congressionally-directed effort.","2-3bbe81e39b19d309dfe3cd69438527c8b7741c4c0a4f9d5ede5ba68964afe0dd","root.record.ProgramElement.ProjectList.Project"
"Silicon Carbide Research","8.500","Conduct Congressionally directed efforts","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","76cb07a906233d95af1dd8daa9ad540d9fb7f04d0debc9f7828379437181edaf","0-5f8dd613899d520572e9d3c7077bbe15b41f798538dc7db2192913613a2a9a45","10.000","Conducted Congressionally directed efforts","1-547144cac1139a222f27cf53512275e975fcb5e8770144abfd6634e9bf700965","root.record.ProgramElement.ProjectList.Project"
"Program Increase","1.021","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","fbea0232316fb33f3933c89bd2b24895c2e0727c615582ba38739ec9cdb73174","0-cca05330667d17c5a53b2d50fd84cf9542ffa53890ef97f740ee15d0ec053dca","","","0-030cdef8bc280845c4cb7782bdb6d37b2ffc545e4e6ca3c85630dc9f77bfb988","root.record.ProgramElement.ProjectList.Project"
"Counter-electronics high power microwave advanced missile","10.000","Conduct Congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","c6215b2cc79b6aa4fec2f910896d23dd79422ccca7c891b328c8234f3792b669","0-cac6f45371128af39e295a9b5661817021d210390ca8929a9a451468c09e17ce","","","1-fe8c8e732df7e3baf07ad4dfea7bb6c84106ff27617b820d1180ddd1a8fdbece","root.record.ProgramElement.ProjectList.Project"
"Additive Manufacturing","10.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","3a47538387c2cf499f5b434d6d5a3b688e7b685ea5dd43d49ec6eadcdfc48243","0-e3b90936e8079233ec612dd45586caba623716d64d5f9a38334dc77f87152482","","","0-ba48d0fefb36ed89f8495046d7af4b01f7cc3afb4ff33ffc9fa8444036578a7f","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research","","","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","85a5cd408d7122fb86cfc3332c19e80804c8b7b61a6f10a387cbaa312cc306b6","0-63ef3fa29ca7c0ee65cb49e1bccc44611e645d109f91ddcc6a6221e125549f04","4.000","Conduct Congressionally-directed effort.","0-1ef1552d9e00b5a3c21387259abaa5a99f61d9ab6e1156caecf198caec250fed","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research","5.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","85a5cd408d7122fb86cfc3332c19e80804c8b7b61a6f10a387cbaa312cc306b6","0-fcf123d49df8a8b0ecab8eba4da5e93135e0347660d4d21f0748eb9472b22cd5","","","1-c75844346c9d6b069cbd8df27a71a4813170d5d948be48f67ffeb20e5c2865f1","root.record.ProgramElement.ProjectList.Project"
"Program Increase","10.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","4faf411cc4dff426a6c4a901c7dc90f22fb6d515b18f6eb5743bb718e1c475ff","0-671cf6602eac35f204c3ef017b6fc6d06aad765f909bd29a416297f5e105627f","10.000","Conducted Congressionally-directed effort.","2-0328609486033cda99a86e2af3486843184404c28a853cfbc84ec71013bb6292","root.record.ProgramElement.ProjectList.Project"
"Program Increase","5.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","4faf411cc4dff426a6c4a901c7dc90f22fb6d515b18f6eb5743bb718e1c475ff","0-b683eb50af60cb242bdc62ee221e8b461e4b45031e5c4b291a76fb82aba97fa4","5.000","Conduct Congressionally-directed Effort.","3-bc025616cc5da8f5e20c4fdd96c646d02a217b8536558b33aeae356e35b4e763","root.record.ProgramElement.ProjectList.Project"
"Program Increase","2.100","Conduct congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","a4045b809585ebf625366edc15e28334f89011ccad8ec386c9ffa5c0e4d68764","0-0c4c1964f482031bba3372f33a994357849a58b59132200583b1f891df771823","","","0-c5bc48a998e51c5e17198f9d4c0262eeca5b1153e7afcbfc4ec3615032c69ad8","root.record.ProgramElement.ProjectList.Project"
"ORS: Tier-1 (1)","0.100","Incorporating ORS Resilient Space Layer (RSL) in three wargames:  Advanced Concept Event-15 (ACE-15), Futures Wargame-15, and the Space Futures Wargame-15.  Demonstrate the Commercial Integration of Global Android-based Relay System for Force Tracking (CIGARS-FT) project during the Army's Technical Support and Operational Analysis (TSOA).","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","97af0ec08d0116fb787527c8bd0e92154cb09b632b16fab70872b4de1f861b81","0-9889d4d843fecb5fbe33b597e0eead31d62c07a7b7b3fc3523009b0f5d73fd2a","0.100","Coordinated integration of ORS Tier-1 solutions, experiments and demonstrations into Joint Force Commander (JFC) and Component exercises and operations in order to establish visibility and socialization of ORS concepts and solutions.  Developed CONOPs for JFC use of assets. Supported JFC wargames.","0-923ec47e250f051aa7c2756d29b2493e03fd71d3dce80e356c1120a3bc421d33","root.record.ProgramElement.ProjectList.Project"
"Rapid AI&T (Tier-2) (1)","0.690","Continue developing the Rapid Response Space Works and its capability for rapid assembly integration and test, using the modular space vehicle bus.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","97af0ec08d0116fb787527c8bd0e92154cb09b632b16fab70872b4de1f861b81","1-11629fde826bbc35b4c55a922d5ae93246312e6524d81b566361033a11bb9e4a","0.067","Characterized ORS-2 Bus capability and limitations for expanded payload options.","0-923ec47e250f051aa7c2756d29b2493e03fd71d3dce80e356c1120a3bc421d33","root.record.ProgramElement.ProjectList.Project"
"ORS: Tier-3 (1)","16.500","Perform ORS-5 System Capability Demonstration 1 and Preliminary Design Review (PDR) milestones.  ORS-4 launch date was originally scheduled for Jan 2015, but first stage motor complications have caused a delay.  The restoration of the first stage motor is expected to delay the launch until mid-2016.  Define open manufacturing requirements, factory environment, integration with Digital Assurance architecture, transportation and factory flow requirements, standard, high-definition, and machine readable camera requirements.  Responsive Space Parts/Spacecraft Design to include Next Generation Space Hot Shot Design.   Digital Assurance integration to Spacecraft object build and flight software iteration.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","97af0ec08d0116fb787527c8bd0e92154cb09b632b16fab70872b4de1f861b81","2-63aa7bef995fc22fdf32cb843390f88619b103bf37f8b74239f9d3771372c979","8.413","Continued the ORS-5 mission to develop the USSTRATCOM validated, ORS Executive Committee approved payload for space situational awareness and provide a risk reduction pathfinder for the Space Based Space Surveillance Follow-On program.  Continued the ORS-4 Super Strypi launcher (employing an Autonomous Flight Safety System) to launch a 300Kg microsatellite class space vehicle; includes the development of a new rail launcher, and installation of a new launch pad at the Pacific Missile Range Facility (PMRF), the University of Hawaii's HiakaSat primary payload and an additional 11 CubeSats flying as secondary payloads.","0-923ec47e250f051aa7c2756d29b2493e03fd71d3dce80e356c1120a3bc421d33","root.record.ProgramElement.ProjectList.Project"
"ORS: Cross Cutting","2.710","Continue systems engineering and program management Independent Verification & Validation (IV&V) for ORS rapid Assembly, Integration and Test (AI&T) capability and the MSV.  Continue ongoing systems engineering support of future mission development. Continue ORS-1 Mission Operations and Lessons Learned studies. Conduct Modeling and Simulations for Mission Evaluations. Refine ORS CONOPS, Enterprise and Architecture, and Systems Engineering Processes. Lead, participate in, and support, as appropriate, the solidification of space doctrine.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","97af0ec08d0116fb787527c8bd0e92154cb09b632b16fab70872b4de1f861b81","3-8abf5ff46677756055f2fcd25cc35872bf3744dd98fd2290b1d90d765680529d","1.420","Continued systems engineering and program management Independent Verification & Validation (IV&V) for ORS rapid Assembly, Integration and Test (AI&T) capability and the MSV.  Continued ongoing systems engineering support of future mission development. Continued ORS-1 Mission Operations and Lessons Learned studies. Conducted Modeling and Simulations for Mission Evaluations. Refined ORS CONOPS, Enterprise and Architecture, and Systems Engineering Processes. Led, participated in, and supported, as appropriate, the solidification of space doctrine.","0-923ec47e250f051aa7c2756d29b2493e03fd71d3dce80e356c1120a3bc421d33","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research","20.000","Conducted congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","85d7572b3bd4cf0e0f97777d24de73d83d972b2b52515a7f6f686d25ace648e7","0-546306d9f834340380da5f1a617ac70ae028c45aa047ba1b21d4f61f189c3834","35.000","Conducted congressionally directed effort.","0-67f98de5a140d64426777b73661cc8d94c9a96f033b43247f52d32e9a570a7cd","root.record.ProgramElement.ProjectList.Project"
"ANG Digitial Radar Warning Receiver (RWR)","7.750","Activities include development, integration and test of digital radar warning receivers on ANG aircraft.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","a43ab3cb3c72dd4a64b1ca3b303b70ed16c63de3f7f5fd540ed08a5ed3846ed5","0-aad629587d23b539f7334056ae3b354206c437a95ea767fdaccb825991c3fdce","","","0-7a5731d991a57fa3c9a00732ae633cc3a856ad3144718e840aa3aefe0c2632ee","root.record.ProgramElement.ProjectList.Project"
"Ejection Seat Safety/Sustainability Improvement Program for Qualification of B-2 Seat Mod","6.000","One of the FY 2014 congressional reports specifically provided funds for Ejection seat safety/sustainabilty B-2 seat mod using the phrases only for or only to, or the item appears in one of the project level tables.","2016-BASE_RDTE-2016-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2016.xml","b6c89447c7e9d254afc61a2f8fc271c47ef058fe602e2bb9b7bec1abd0f5a3d6","0-3938ea5f2e784d3fbf92f0794df07a7118039d169b3f54f9f8aa72950d7d7e7d","","","0-53d5874132472c40342f9ef39780176f127930cf3ff603c3588f524d6c2ff25d","root.record.ProgramElement.ProjectList.Project"
