Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Reserve","13","3.041","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","2-620b204949966e7b363ead899a478ce9356d832f3b25065ec185b70447cf1ca1","5-a59f0acb3332856d68a75d72f73f0e3eb6f6d2af05c70f2cc2336f57a2370ca9","root.record.ItemExhibitList.P5Item"
"Army Active","1","2.201","","2.028","2","","","","2","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","c9372311d0c5bbe98202e19fcddfd12d3c4d090f8a3054fdbc657c490bc97a71","0-3f7fe4952ece7f7ba50b93728ef461fa24dcd109249a9e03112e153da221efe1","0-948bb4d432d821db343b1fd1277b6434893adbff4210b58e667c61ce466dfe41","root.record.ItemExhibitList.P5Item"
"Army Active","17","10.378","","","12.514","18","","","12.514","18","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","5439735d079bb8c460a940f7241b31b956a279096f2db13f00da2cb614fbca95","0-54167fc15052f321d162e2348506da2cefe0d263a7f22d8a54de95d76a8b4eb1","0-6d8b5973a37d3e7f01e2df3d301cd7780533faafebdcf40f7bf958cc3dd83626","root.record.ItemExhibitList.P5Item"
"Army National Guard","18","10.653","9","6.146","17.505","25","","","17.505","25","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","5439735d079bb8c460a940f7241b31b956a279096f2db13f00da2cb614fbca95","1-3b61140f7429e583ff85d08df830bbbf825fd0534edbd5746aca41a13de34c3d","0-6d8b5973a37d3e7f01e2df3d301cd7780533faafebdcf40f7bf958cc3dd83626","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","6.059","9","","","6.059","9","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","5439735d079bb8c460a940f7241b31b956a279096f2db13f00da2cb614fbca95","2-4d13f677994c612aaa751bb629a2c33ef1eb0a00804c6adc86a80967e1436755","0-6d8b5973a37d3e7f01e2df3d301cd7780533faafebdcf40f7bf958cc3dd83626","root.record.ItemExhibitList.P5Item"
"Army Active","10","10.904","34","27.656","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f24595ff712469685782522fe43bb0c94537f0ed5b33f499454682f91b115aa3","0-e066de656e5f381fca0403ebe469994b29a2368ebe6a04aff0ae48127002364f","0-5d79c3876792faf9a2ad2201e714b1e8840612161e161466c259bd28b9fdcd45","root.record.ItemExhibitList.P5Item"
"Army National Guard","28","28.733","","","9.721","13","","","9.721","13","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f24595ff712469685782522fe43bb0c94537f0ed5b33f499454682f91b115aa3","1-a4988e3233ebf1e0d6dde3b7536d95fd2373d0560b7aa16016a7057ab4594663","0-5d79c3876792faf9a2ad2201e714b1e8840612161e161466c259bd28b9fdcd45","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","6","3.544","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f24595ff712469685782522fe43bb0c94537f0ed5b33f499454682f91b115aa3","2-369bedbb817243e5f87d7e9a57da9fdc0ee21559b9bfa7a816a8be795626f4a9","0-5d79c3876792faf9a2ad2201e714b1e8840612161e161466c259bd28b9fdcd45","root.record.ItemExhibitList.P5Item"
"Army Active","","","","","6.015","13","","","6.015","13","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e5ecb7ffef50b94b26cd9a6420700cf5bc95c5ef56a8b0711099f4d2c52bb960","0-f59436e4f966fd26421b4f53109abc736da2233f551fc30c875980089f5c1498","0-f1e1d8f15a63bdda4312490a6c903893f48066279d465c28bbf2d2486534093e","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","","","26.063","57","","","26.063","57","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e5ecb7ffef50b94b26cd9a6420700cf5bc95c5ef56a8b0711099f4d2c52bb960","1-1a4048e1b0f4135f8ed9e6f5e52eb26a24cc74ddf07b77e22aef3008d3e7908c","0-f1e1d8f15a63bdda4312490a6c903893f48066279d465c28bbf2d2486534093e","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","18.044","39","","","18.044","39","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e5ecb7ffef50b94b26cd9a6420700cf5bc95c5ef56a8b0711099f4d2c52bb960","2-4b4a1f102a74317502cb9ff2b7cff250a109f4dc4fcef5bbfbc0fcf9333f5d30","0-f1e1d8f15a63bdda4312490a6c903893f48066279d465c28bbf2d2486534093e","root.record.ItemExhibitList.P5Item"
"Army Active","50","17.484","13","1.577","13.261","40","","","13.261","40","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","fde4969205ec38894499f7f4e604ae9de5eb10a335f17e93e4581700f274aa46","0-944f99a76db33ec4bdddbbaa770c9191a8fb3e1122b34aacd0fc3170607ae058","0-17d07e7c1a1a892dce259dc92a0b8d5714ed9c10cf25bce1783521c1b35187ea","root.record.ItemExhibitList.P5Item"
"Army National Guard","83","21.519","44","16.081","11.531","34","","","11.531","34","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","fde4969205ec38894499f7f4e604ae9de5eb10a335f17e93e4581700f274aa46","1-b692137e5c99a3e3ea928971a8675185eeff13f002078579a0801bee2462989a","0-17d07e7c1a1a892dce259dc92a0b8d5714ed9c10cf25bce1783521c1b35187ea","root.record.ItemExhibitList.P5Item"
"Army Reserve","47","11.431","4","3.209","4.036","10","","","4.036","10","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","fde4969205ec38894499f7f4e604ae9de5eb10a335f17e93e4581700f274aa46","2-a9133eb61d9d3d6ee9cfb33067f4c8733238233b7c123db989d1263bdeb9c905","0-17d07e7c1a1a892dce259dc92a0b8d5714ed9c10cf25bce1783521c1b35187ea","root.record.ItemExhibitList.P5Item"
"Army Active","","","1","4.003","6.157","7","","","6.157","7","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","790af3291bcf5ad1bc0ad05b49785a45ce6429fdafe9693f571f908e8934682d","0-cc886b2195760aa1f2b804b4c71d70b09cf635394aab4e8c5ba1d245d5538f48","0-cce83ce29531c4ab276af0f0e57780a972392dd7f32031d6ea760e8c356af8a9","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","","","8.74","8","","","8.74","8","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","790af3291bcf5ad1bc0ad05b49785a45ce6429fdafe9693f571f908e8934682d","1-07ea76550839c288370c637118d93cda78a05626d99d5a929e1ca752436cce5f","0-cce83ce29531c4ab276af0f0e57780a972392dd7f32031d6ea760e8c356af8a9","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","4.966","4","","","4.966","4","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","790af3291bcf5ad1bc0ad05b49785a45ce6429fdafe9693f571f908e8934682d","2-e42a9ccb0e1e3c806ccc899bd42aad23d0546f03212153f7fc04035e58fa5f65","0-cce83ce29531c4ab276af0f0e57780a972392dd7f32031d6ea760e8c356af8a9","root.record.ItemExhibitList.P5Item"
"Army Active","15","6.339","","","5.657","10","","","5.657","10","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","14de1a638008c76558c7b96f62e381659f17343cbc67ff9cfa60b87778aef0d3","0-a6535ec71e4aa1bada29a485ddaf53ac7254f614add07aaefa6d52a00d013597","0-9a2be01df93d92059500c4c3696af89db40fd3e3cfca035b7078aea72628fb70","root.record.ItemExhibitList.P5Item"
"Army National Guard","17","9.047","69","29.042","14.84","20","","","14.84","20","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","14de1a638008c76558c7b96f62e381659f17343cbc67ff9cfa60b87778aef0d3","1-0a79b337f4a6c5b57ceb32c9564ff230b67a250a03d5f7fce6754bb4c2111f1f","0-9a2be01df93d92059500c4c3696af89db40fd3e3cfca035b7078aea72628fb70","root.record.ItemExhibitList.P5Item"
"Army Reserve","5","5.316","7","1","2.968","4","","","2.968","4","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","14de1a638008c76558c7b96f62e381659f17343cbc67ff9cfa60b87778aef0d3","2-5d9ebe228d06b0ba43a366633151399852359835bdf694fac7eed3c22eecb0ae","0-9a2be01df93d92059500c4c3696af89db40fd3e3cfca035b7078aea72628fb70","root.record.ItemExhibitList.P5Item"
"Army Active","","","182","13.725","4.809","37","","","4.809","37","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","335d28897cec21828cb3473ea6d5bd1cc0223a9efb4d3071fe6b28d645f47710","0-084d74808a286060622f3ac4544c274bcfc54789f5bd7fb37494dcb5e1c0156a","0-117a8b06f7d23687f1c764e787db9c19221c965ec025a9317a87e0f34da20b19","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","","","6.642","53","","","6.642","53","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","335d28897cec21828cb3473ea6d5bd1cc0223a9efb4d3071fe6b28d645f47710","1-4abd3cb230ffe94acb16a4aedc5acf350601781d4215b47ade43d17c97aadb35","0-117a8b06f7d23687f1c764e787db9c19221c965ec025a9317a87e0f34da20b19","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","2.139","19","","","2.139","19","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","335d28897cec21828cb3473ea6d5bd1cc0223a9efb4d3071fe6b28d645f47710","2-fcd67c4105dd6c79eea544c8dabfd4443f6eb5e26f06a169439f0c643b324897","0-117a8b06f7d23687f1c764e787db9c19221c965ec025a9317a87e0f34da20b19","root.record.ItemExhibitList.P5Item"
"Army Active","33","9.771","38","10.022","4.022","20","","","4.022","20","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","974ea8ee79c406b1df5a1842343af7205b41546e6d0bac7b3ff8892b2d588962","0-1097d97fe3c4194fc270cc4829e0fa2833cef3eb630ecd0693e9608ac53eebfb","0-31aaa9a438fb94d619df284390ac764f4dbc143e43c02ca08ee1de287e8de589","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","5","2.097","7.24","36","","","7.24","36","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","974ea8ee79c406b1df5a1842343af7205b41546e6d0bac7b3ff8892b2d588962","1-b0120677374e4be2d4760a7e822d0bef0812251a69cd639fd1af42164837b90c","0-31aaa9a438fb94d619df284390ac764f4dbc143e43c02ca08ee1de287e8de589","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","4","1.232","4.826","24","","","4.826","24","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","974ea8ee79c406b1df5a1842343af7205b41546e6d0bac7b3ff8892b2d588962","2-1c81f8bfac41f10f18df819b59ad300b1e9d3b1034854191d099877aec50805a","0-31aaa9a438fb94d619df284390ac764f4dbc143e43c02ca08ee1de287e8de589","root.record.ItemExhibitList.P5Item"
"Army Active","10","2.32","","4.689","1.031","9","","","1.031","9","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","71dcb46f9cc606aeee0547c98473bf3525b7d54560b8df2ae9f26339e3f7b08f","0-1eb3e90c72ba268202a735d6b30794614ae1ffb2be2fc45de157f395c0dd65d1","0-3b75ea15d64977bac19f54c7850dad6a6ce2b15944f11639fd5e1f5aa9e20046","root.record.ItemExhibitList.P5Item"
"Army National Guard","28","6.622","","4.445","4.103","39","","","4.103","39","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","71dcb46f9cc606aeee0547c98473bf3525b7d54560b8df2ae9f26339e3f7b08f","1-dbf0797e2ef4bcd98f596322b2e54a956ecbb0aa007cced8152ab1fde9d55bbb","0-3b75ea15d64977bac19f54c7850dad6a6ce2b15944f11639fd5e1f5aa9e20046","root.record.ItemExhibitList.P5Item"
"Army Reserve","16","3.712","","","1.716","18","","","1.716","18","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","71dcb46f9cc606aeee0547c98473bf3525b7d54560b8df2ae9f26339e3f7b08f","2-61760592ae834c0478d5b962c52bb0c2ac7923eb2dd10ebbbffd330747f00e46","0-3b75ea15d64977bac19f54c7850dad6a6ce2b15944f11639fd5e1f5aa9e20046","root.record.ItemExhibitList.P5Item"
"Army Active","","","","","38.007","2","","","38.007","2","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2c20c5bab4d362d14bd55ba9c9aa4a770d6bcb285241f6cdc7ea5a4568ff94b0","0-a387ef38831093abec2581f2e2e9a8a8e34df78fe1a6ec1781535f70d1b911c6","0-89fbbb832cc429dfe8fa20445b0f036ff8783a4f92af788f323efa9b4e8be501","root.record.ItemExhibitList.P5Item"
"Army Active","370","17.907","310","10.757","30.911","1284","","","30.911","1284","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","0-77e4d0774bb903281b5589e50c9c577e12f0864644d9ab67b4df07c6bdcc4847","0-22510bb6c2020d5c762918b652182d4399cbd4e91887247431c17ae6a63fca8f","root.record.ItemExhibitList.P5Item"
"Army National Guard","23","0.64","170","5.99","18.911","743","","","18.911","743","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","1-0fea399b1d96d946e79ab131207375498d1b65f42b6f3a7c233e47bb9c6097f5","0-22510bb6c2020d5c762918b652182d4399cbd4e91887247431c17ae6a63fca8f","root.record.ItemExhibitList.P5Item"
"Army Reserve","10","0.257","","","13.157","549","","","13.157","549","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","2-3ff8ff95138c66903eb53cb9eccd943882b7860f9295a43a401cf2c64f93915a","0-22510bb6c2020d5c762918b652182d4399cbd4e91887247431c17ae6a63fca8f","root.record.ItemExhibitList.P5Item"
"Army Active","114","11.98","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","0-4c2b6358e6b4508d26d0917297f3a84f35176d73843232ee037ab62808b99b30","1-607509165176710bc80a8fad4f0166b9da2a0a157259ede52a8389824f3d7f2d","root.record.ItemExhibitList.P5Item"
"Army Active","770","17.158","","0.617","7.898","210","","","7.898","210","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","0-fb22e7f725f10d1f7799503628e7441bbe246c240a163188b1ee3354cbd9fe79","2-d6c1cde833f54f8cdbba5624173142c4a4fabdf8f2bb1f57c7d33eb1eea22107","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","","","5.265","140","","","5.265","140","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","1-bd1c26d9d3662c5b16135f625faef70ccdb1c857fa52a9603b14f42f2e8bf163","2-d6c1cde833f54f8cdbba5624173142c4a4fabdf8f2bb1f57c7d33eb1eea22107","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","3.291","87","","","3.291","87","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","2-77040c0d2e9c15f24ee36e8abd099b01f5ff420b7fb1b42214f0bc471148ce83","2-d6c1cde833f54f8cdbba5624173142c4a4fabdf8f2bb1f57c7d33eb1eea22107","root.record.ItemExhibitList.P5Item"
"Army Active","1","2.579","565","5.769","4.976","593","","","4.976","593","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","0-eb0765ebeedb6d1b0f98b24c4f8f92af357f2f7d42cff9eced9a3e92bbe9bba5","3-7b7579e0418e4e4ef71c5d30e6d799e87939fa699b9c893b37a8adc834f66cf7","root.record.ItemExhibitList.P5Item"
"Army National Guard","180","1.787","","","4.099","589","","","4.099","589","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","1-57ff6377ebeb126c6fd237c17df43d278e6c37f892b26b63b34dff78ed911ac3","3-7b7579e0418e4e4ef71c5d30e6d799e87939fa699b9c893b37a8adc834f66cf7","root.record.ItemExhibitList.P5Item"
"Army Reserve","879","5.409","463","2.364","1.677","205","","","1.677","205","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","2-2fec8c1a78db17a65648e19201be9f2a2a09cd906851e3143bf0d2f3ee60a8df","3-7b7579e0418e4e4ef71c5d30e6d799e87939fa699b9c893b37a8adc834f66cf7","root.record.ItemExhibitList.P5Item"
"Army Active","263","1.618","492","29.68","21.325","450","","","21.325","450","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","0-ac020bdafb4b7c75bb583bcdef2bfe01fa901ed1a6e9eaf7c7a64a19d9df460c","4-0ae3f5e525797551d473f8e0afde073e13de76b029f4e44416ee9db33e572c61","root.record.ItemExhibitList.P5Item"
"Army National Guard","","5.857","38","1.538","12.908","289","","","12.908","289","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","1-f6b5687da3f1f5c29963f51a9234c3b597ce8da07a76d535d97741487637255e","4-0ae3f5e525797551d473f8e0afde073e13de76b029f4e44416ee9db33e572c61","root.record.ItemExhibitList.P5Item"
"Army Reserve","","2.705","36","2.765","4.18","100","","","4.18","100","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d428faa936b8f57ed9ff50f9722fba9f787af94329e7f568926f028f02ef939b","2-1e27c97ad49fd286fbf51d523adcbdcd340fbd3201db83e2c50c620e6eaf27bd","4-0ae3f5e525797551d473f8e0afde073e13de76b029f4e44416ee9db33e572c61","root.record.ItemExhibitList.P5Item"
"Army Active","70","7.176","27","2.523","2.627","27","","","2.627","27","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","07a00930eeb72c17eb74f64e87134f3e3a540ac11f423e485c31be0bea6f0694","0-ef393bff512619d5070e37be8587aa7aec18035eaa4cdc1d22b4e7377b8d5036","0-fd5636051951eff85c8fc54dd2e05d6e30005f19e4bb177a7eb9da2e05117132","root.record.ItemExhibitList.P5Item"
"Army National Guard","23","1.884","8","0.78","0.871","9","","","0.871","9","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","07a00930eeb72c17eb74f64e87134f3e3a540ac11f423e485c31be0bea6f0694","1-c4ccf26ba4491aae5ef3c71cd20716103d7dc528c0d08f49bbf9362458737d16","0-fd5636051951eff85c8fc54dd2e05d6e30005f19e4bb177a7eb9da2e05117132","root.record.ItemExhibitList.P5Item"
"Army Reserve","25","1.884","29","2.592","2.262","24","","","2.262","24","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","07a00930eeb72c17eb74f64e87134f3e3a540ac11f423e485c31be0bea6f0694","2-91c7589f48c7c976370f644d7310b4d9741a79d32184e0d507e6996d54b77499","0-fd5636051951eff85c8fc54dd2e05d6e30005f19e4bb177a7eb9da2e05117132","root.record.ItemExhibitList.P5Item"
"Army Active","10","2.191","","","2.5","","","","2.5","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","07a00930eeb72c17eb74f64e87134f3e3a540ac11f423e485c31be0bea6f0694","0-6369cd24b4494dadec4b3367917d583bd98c3c78700086e01c8247eabdb525eb","1-0b00526f651b6e7cee19b61d01090f343561409f8b10f26b4987ee4080ff45d8","root.record.ItemExhibitList.P5Item"
