Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"JSAM RW - NET Training/Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.905","0.743","1.371","1.371","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","5-97d6e2a3ee7719be85b6154db57006048c62be72f995025ab08ab680f383ff9d","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM RW - Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.105","0.7","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","6-b0678ef935165696726a9886322a95832fb9c4296786ed32948ad2acae7b90b1","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM RW - Initial Spares/Fielding Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","3.42","3.519","3.519","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","7-5a690fbb897d1b1928928be7f1fe0cef34b745819ef72fc5399b0f9b031de6fb","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM SA M69 - New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.293","1.465","1.947","1.947","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","8-8a5143b112d68694ef21532618413e1f1c7bcadc19b647d760d4b20929a40158","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM SA M69 - Initial Spares/Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.143","0.144","0.144","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","9-f694abfc266b7ba3a77e9f6ebd0a63c9cd1a79b6ed04be22964147af9074b9fe","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"Spares","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.034","0.008","0.07","0.07","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","0-9a620960fd1467269d8d1e1fbc698ad3940eb839f6c6964f14a72d1907badf43","","","6-bb2c0a44394e8d4934b1089baba706ab66bad5d684f2c6ee104396c87eccc92b","root.record.ItemExhibitList.P5Item"
"Technical Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.542","0.075","0.08","0.08","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","1-2cf6cb4fd72c3d26fdd88d02237b4d8549bbfaebbfbfef08755d34fb94ea8f69","","","6-bb2c0a44394e8d4934b1089baba706ab66bad5d684f2c6ee104396c87eccc92b","root.record.ItemExhibitList.P5Item"
"Care of Supplies in Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.181","2.748","1.833","1.833","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","0-1e5db004acac08effc763abf317b00f9074ff67d0755504aed7dcfb8c30dc751","","","7-7356a2e1024a9521f2ab3aa0d8371420da9f9f4f1c91beaac7f2b36297ee718e","root.record.ItemExhibitList.P5Item"
"Integrated Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.904","0.52","0.909","0.909","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","1-b6d4c2e61d9b819f42e926566ba0931ce9a5024c7ba6e980b25e08d0255a0417","","","7-7356a2e1024a9521f2ab3aa0d8371420da9f9f4f1c91beaac7f2b36297ee718e","root.record.ItemExhibitList.P5Item"
"New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.197","1.21","1.004","1.004","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","2-ee1518459a45307286b26ede498ecf5bbaa4f1c26ac0e194dfa180d4065d0c1e","","","7-7356a2e1024a9521f2ab3aa0d8371420da9f9f4f1c91beaac7f2b36297ee718e","root.record.ItemExhibitList.P5Item"
"DFoS CIDAS Transportation and Shipping","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.1","0.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","0-784c633dbb4fbbf309c3da652e7a09ba009354870c58fc4865ed3a3a80fe804b","","","8-f0cb5e205cf2e05f39df486c6cbb09b4299bcea511b4058e2e0c88c78111cde6","root.record.ItemExhibitList.P5Item"
"DFoS JSEW Contract Delivery Requirements","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005","0.065","0.15","0.15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","1-9ed2c2eeb03de24a4e5386a687ed7cb46843583c63d9ed694df38b8bba554527","","","8-f0cb5e205cf2e05f39df486c6cbb09b4299bcea511b4058e2e0c88c78111cde6","root.record.ItemExhibitList.P5Item"
"JPD-I - Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.15","0.63","0.63","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-002852d3e3c125e7676d22a49b73e9e20a7e4b09aec1fe928ae25612b955dcec","","","3-692e2433f05bfb63586528a982e9f76dd0069ea2567ef0b8ad8260944438b2d3","root.record.ItemExhibitList.P5Item"
"BSV - Contractor Logistics Support (CLS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-e11ed16eff333573b8903ebf5800e8cbf85eaa8ee6de793fe374a445d1513b1f","","","8-f5132aa82b1e7e4a0978f47731eb440091b3398f73e5bca479598938c980bf02","root.record.ItemExhibitList.P5Item"
"BSV - Infrastructure","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","1-af4e90a7767cc1095d8ee07edbfab44a6f00387df91c212fd6794608b093f3a5","","","8-f5132aa82b1e7e4a0978f47731eb440091b3398f73e5bca479598938c980bf02","root.record.ItemExhibitList.P5Item"
"CBRN DRS MC CLS Contractor Logistics Support (FLIR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.062","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-cc69506f834488d6764cb2d6b92c07e585de2c9cf5f798566e80e37159a91519","","","13-fb4af9f7a4b49b5e4f65a9cc27f9ace4f22b4deb536e0717fd2ab8065bf8b9e4","root.record.ItemExhibitList.P5Item"
"CBRN DRS Logistics/Sustainment Support (PBA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","2.5","2.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","1-57813cde3ec0d267cbbc02501f92a907fa20a95da4f487350c2fcf93db23d587","","","13-fb4af9f7a4b49b5e4f65a9cc27f9ace4f22b4deb536e0717fd2ab8065bf8b9e4","root.record.ItemExhibitList.P5Item"
"CBRN DRS Logistics Support (TBD)","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.555","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","2-387ed8d1c4eee4d1970f024305fee2890cb7004136bc494c46cff9ccae7f050c","","","13-fb4af9f7a4b49b5e4f65a9cc27f9ace4f22b4deb536e0717fd2ab8065bf8b9e4","root.record.ItemExhibitList.P5Item"
"CBRN DRS Contractor Logistics Support (CACI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.8","0.72","0.72","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","3-bef2e29c459fd80161b8f10ed53d157a993d9e8f5c88d442dd0b62aca583d505","","","13-fb4af9f7a4b49b5e4f65a9cc27f9ace4f22b4deb536e0717fd2ab8065bf8b9e4","root.record.ItemExhibitList.P5Item"
"NGDS 1 - Contractor Logistic Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.092","0.092","0.092","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-7ff0cd48463939e57f8f89573026e2ddeaa47b43b92b342844f6f6d8ee486f79","","","14-376b6c8cc336a9547397d90bcc5160d4c18134319969f460525e861839581d86","root.record.ItemExhibitList.P5Item"
"NGDS 1 - Logistics Program Implementation and Initial Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.233","0.233","0.013","0.013","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","1-ba09db9d8f3dffe942b811a42065e617403e62963feea0d8ceb8045db2ca1751","","","14-376b6c8cc336a9547397d90bcc5160d4c18134319969f460525e861839581d86","root.record.ItemExhibitList.P5Item"
"EMBD Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1.5","1.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-10c73ca0be2a01e43a2eb1b21af50fd57d4cc38a512f0f884af57b61f25a9d63","","","21-afa1f009bd19f17aa15d063a5b4289783c1be30015c89e58bc69656d16da5ddf","root.record.ItemExhibitList.P5Item"
"Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.237","0.237","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","0-b969470e6a89c5d46966cc8ee587ce6151d7252ebd093414b4f5eba240892a17","","","1-6ecbb038d4b8a545336b7cc93e351f92810bca170f7fbc666cbcdcae6e08420d","root.record.ItemExhibitList.P5Item"
"JSAM RW - Config Mgmt/Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.492","0.22","0.57","0.57","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","0-a7f7d0f0754b8887e57d187045fa05b0d9347b4c97f095462e9f0ce49bed7935","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM RW - Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64","0.413","0.4","0.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","1-3304df674cfe811ad2afe555afde450de89fe254216e0aabaed96361a8f7de25","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM TA - Initial Spares/ Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.925","2.471","2.471","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","2-d667f5e4fc31d5ce277cbb98ad367d6f1b8e037d0b9b4d0cb6214cbf7c94bea2","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM TA - New Equipment Training/ Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2.3","0.656","0.656","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","3-555de49c52718b8910ac03bbec49fdc9cd98b29b6275567c8775dbcb5dd778c7","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM SA M69- Training and Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.009","3.086","3.945","3.945","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","4-5fb0cfdfb45a7b4e96a7cd29df2fbe9f5a1d1c99585c53ab5cf5149dd89ef24d","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM RW - NET Training/Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.905","0.743","1.371","1.371","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","5-ef3a5b6728be3eccbff7408686d59e788ef36384fb2a0df458a00a1b18abaf95","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM RW - Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.105","0.7","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","6-9d6a25d9317c698352aa0ea6e30167f7b812e18f7564f17339fd3481990552df","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM RW - Initial Spares/Fielding Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","3.42","3.519","3.519","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","7-0991aab0d2bf4a36878c4a351b198099db735d8e5ffb21c3ea5f203732d35a8d","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
"JSAM SA M69 - New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.293","1.465","1.947","1.947","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","8-30a3e2d2d94ba450de3c96e8fdd5e105af16fe45e554fdfa740a1984ea15e0d5","","","3-e6bf1c575282a745b5a2bd145f96a3ee9c52ab40ac9440bd387c77957b43b5ba","root.record.ItemExhibitList.P5Item"
