Name_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ModsOutYearDelta_Quantity_BudgetYearTwo_val,ModsOutYearDelta_Quantity_BudgetYearThree_val,ModsOutYearDelta_Quantity_BudgetYearFour_val,ModsOutYearDelta_Quantity_BudgetYearFive_val,ModsOutYearDelta_Cost_BudgetYearTwo_val,ModsOutYearDelta_Cost_BudgetYearThree_val,ModsOutYearDelta_Cost_BudgetYearFour_val,ModsOutYearDelta_Cost_BudgetYearFive_val,@PARENTROWID,@PARENT
"Army National Guard","","","","","","","","","","5.399","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","76fd49fc0f50cb85180904a1da19eaab3a77dd35ebed594f13bea4a9b3dac509","1-132716ff915ea8d1e2180fd3f3344279ce0d1c66150cd024328b4b3cc530cdaa","","","","","","","","","6776-26a40d8a4a87283627f84c14e2a0a501bf8972056f44ddce57757393f0fad219","root"
"Army Reserve","","","","","","","","","","4.369","13.324","8.054","8.054","3.914","7.933","5.347","8.385","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","76fd49fc0f50cb85180904a1da19eaab3a77dd35ebed594f13bea4a9b3dac509","2-9e1c139f184750fdf92672d03b4dcc7f38c84a7918ed626fb26361767ad9763d","","","","","","","","","6776-26a40d8a4a87283627f84c14e2a0a501bf8972056f44ddce57757393f0fad219","root"
"Army Active","","","","","","","","","","","5.9","6.443","6.443","6.744","14.868","37.384","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","78109ea4cf72b62fd5d52f30b7aa991db1182dc7d2300c3324855fe774e65e82","0-415b5ec47ad9885c5c1e322134dd69a4df7631336b7262773edbec6954977ce1","","","","","","","","","6777-90afca4f51be2ab82b2843f72d7175334355ca48f92042181b42524d3ae19001","root"
"Army National Guard","","","","","","","","","","10.807","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","78109ea4cf72b62fd5d52f30b7aa991db1182dc7d2300c3324855fe774e65e82","1-d9eb14e3acdb995d85884e52f2f69b84e3f51ec31d27a9e13126ed95befe6f73","","","","","","","","","6777-90afca4f51be2ab82b2843f72d7175334355ca48f92042181b42524d3ae19001","root"
"Army Active","","","","","","","","","","43.356","83.53","71.696","71.696","57.191","55.776","54.498","54.538","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","a0e12ee594207606a31ae8040fbaf2f41c8d5955204938600bd4dd2b9048d269","0-954e537179d10bbdf355c7f670b8d849550962b89e1608aee910b2360ef43b73","","","","","","","","","6778-e09a30cabcb57daed31cc9f60b00f29dac402b59b25ae1b8afa0feaf93954b6d","root"
"Army National Guard","","","","","","","","","","28.406","52.994","46.973","46.973","37.47","36.543","35.705","35.732","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","a0e12ee594207606a31ae8040fbaf2f41c8d5955204938600bd4dd2b9048d269","1-8eb443812019de44e2ccfad246aa6c13a982f5c053e513220722ca719c074a8e","","","","","","","","","6778-e09a30cabcb57daed31cc9f60b00f29dac402b59b25ae1b8afa0feaf93954b6d","root"
"Army Reserve","","","","","","","","","","2.99","5.578","4.945","4.945","3.944","3.846","3.758","3.761","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","a0e12ee594207606a31ae8040fbaf2f41c8d5955204938600bd4dd2b9048d269","2-7a32ed26b241943af372f7ab4ebb13b6eb1fa49ff49dd3053a086cc31d0cf08e","","","","","","","","","6778-e09a30cabcb57daed31cc9f60b00f29dac402b59b25ae1b8afa0feaf93954b6d","root"
"Army Active","","","","","","","","","","40.66","95.617","88.442","88.442","74.784","82.748","103.244","101.134","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","3450ed26b936537f92710beea1cc1243ad7b4af76236d245900d5de446b2edfb","0-88e1c408824efe0170f8f1eaf8fb9181305f8fd1e472938ab6e517b1c7acd172","","","","","","","","","6779-2a0911988c10b91e2996f6a5a5be9c3730020ca20a16ad81c5689a18b67c90b7","root"
"Army National Guard","","","","","","","","","","32.267","66.42","65.357","65.357","55.278","61.163","76.308","74.778","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","3450ed26b936537f92710beea1cc1243ad7b4af76236d245900d5de446b2edfb","1-5f6b7e11bd07aeb8b6f861a86aa9edc63cceaddc23b4ac05b4d76edf048e9e5a","","","","","","","","","6779-2a0911988c10b91e2996f6a5a5be9c3730020ca20a16ad81c5689a18b67c90b7","root"
"Army Reserve","","","","","","","","","","4.033","8.302","8.17","8.17","6.91","7.645","9.538","9.347","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","3450ed26b936537f92710beea1cc1243ad7b4af76236d245900d5de446b2edfb","2-64ec8eea10923c934c27deafcf14dd020b94e0adefb1965e42a0e331dbe18923","","","","","","","","","6779-2a0911988c10b91e2996f6a5a5be9c3730020ca20a16ad81c5689a18b67c90b7","root"
"Army Active","","","","","","","","","","19.881","20.572","14.66","14.66","22.623","19.277","8.92","8.622","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","5271f497f3a994cf65e495d9aab7e518275dc1cd6c116f70176e50e48fbb1217","0-aa1a29b3542ea81ba05909ac6ae7afad0c77b5ded01011edc48e39bae550bd9a","","","","","","","","","6780-0ec93d978a1ebc3fb7481e1520a7d51f0617524c86decc4554c5f64d2bb860c6","root"
"Army National Guard","","","","","","","","","","22.596","14.961","10.834","10.834","16.722","14.248","6.592","6.376","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","5271f497f3a994cf65e495d9aab7e518275dc1cd6c116f70176e50e48fbb1217","1-6a8f595f8d93f0283939e342fc2e54d12e815057a5430e08780a64ed7aaaae41","","","","","","","","","6780-0ec93d978a1ebc3fb7481e1520a7d51f0617524c86decc4554c5f64d2bb860c6","root"
"Army Reserve","","","","","","","","","","2.825","1.87","1.354","1.354","2.088","1.781","0.824","0.797","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","5271f497f3a994cf65e495d9aab7e518275dc1cd6c116f70176e50e48fbb1217","2-c31641412269e0a4dc19c17546bde3199a3efba349f94f7cc73354752a5f4ddf","","","","","","","","","6780-0ec93d978a1ebc3fb7481e1520a7d51f0617524c86decc4554c5f64d2bb860c6","root"
"Army Active","","","","","","","","","","","","30","30","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","ef87a9280341b2e27944224900b26a4fa92bc9392ef74c70822716c14979457e","0-72935a3b7f669e200ff757f9df9bda87f3c4e178ca9bfc072bb0b0fb29bad81a","","","","","","","","","6781-a655251ef61e9800ecacdfefac6978a3fd7990c94b1d9dfde77cb58ada500755","root"
"Army Active","","","","","","","","","","125.408","73.16","99.246","150.114","19.56","14.868","23.789","19.955","50.868","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","7d969eafd2347f719959f9e6bf03ce9ca0c27b719e7e1a1c4a43bb0783cc50c9","0-c5551f68dd971a34c3416e58f9db3299b34fb9e8f0f694ef9efb8601ac26705b","","","","","","","","","6782-b95b72c9eb4b4be83ccc052191c92e49d58242ef73bbebd9de8cecdbb53a1381","root"
"Army National Guard","","","","","","","","","","10","10","4","4","2","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","7d969eafd2347f719959f9e6bf03ce9ca0c27b719e7e1a1c4a43bb0783cc50c9","1-750c566f2d1df53accbde985291b391cb727f9e39a9a598dedadfd85f797d23f","","","","","","","","","6782-b95b72c9eb4b4be83ccc052191c92e49d58242ef73bbebd9de8cecdbb53a1381","root"
"Army Active","","","","","","","","","","27.744","22.109","14.044","17.446","7.278","0.197","0.008","0.124","3.402","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d8684fe53f15763755919051c5e392c8cab6b17577ea8147b493fafc9fa789fb","0-35d5ed3b09e938cd8a312603bcab1e01c532a891b70fdd24d9f8718787df7cf6","","","","","","","","","6783-e85fb21d41faf8ee8f0abf3e7a15441eb24ed58d8b7182d511216d80f7a25e58","root"
"Army National Guard","","","","","","","","","","","4","3.6","3.6","2","0.096","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d8684fe53f15763755919051c5e392c8cab6b17577ea8147b493fafc9fa789fb","1-10d0797fc9566184d88515a93c29682909c11502256d6ea4631f9cd887d8c29c","","","","","","","","","6783-e85fb21d41faf8ee8f0abf3e7a15441eb24ed58d8b7182d511216d80f7a25e58","root"
"Army Active","","","","","","","","","","89.377","70.913","57.17","57.17","115.649","92.153","96.762","168.387","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","a0aea4c8b2abc1f0406fefaeaf5dd5fbb8a09af6840167aa292f63142cd39fe2","0-03fe65de4b2e4244a31829f25e2baf14af2464d272a0d1dedc98890da78a611a","","","","","","","","","6784-834f907d06ee71aebdd36df3b4fcbd4ff4d42aa852d1840d78addd5f5f6e3bb9","root"
"Army Active","","","","","","","","","","","","46.416","46.416","25","32.5","35.4","10.5","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","30f0b2394ab93c5adac239087da267961cacd79f294ad2b4378e99d62dc1ba18","0-e1f6e269044c6b91306f164b2e887b72212872c96d3dae8e8253156b018fc3f3","","","","","","","","","6785-925882536bb3db5266c9072be702dcdd18916f44cbaba333e97c78fe78c9b60e","root"
"Army Active","","","","","","","","","","9.565","5.884","5.853","5.853","8.435","","","8.761","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b0bbda2da947cd0637c0238e0c8fc06e94307b3fa1070863949e4364d5706295","0-71d086f3e2c010abaa07ed936786f5d108bdf09112025c0f6694567ba5c573ce","","","","","","","","","6786-47bd4444a110de29a617236cddad5cfce8f802f2959e6ad39ff8a2277be1244f","root"
"Army Active","","","","","","","","","","97.741","166.567","13.496","97.883","14.077","10.645","10.11","8.325","84.387","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","8ca349638a0d4364759fcffb0009f539a97242e7b0e19c15dd9846fc73d86927","0-119070583700f3b8744b65c7a2c97c78dd1d04a6d9d73e4eebadff6c2e28d89d","","","","","","","","","6787-4a28a637fe20b198fbffee948b50f506177a1ff1e4afcc1251f04ab43b06a871","root"
"Army Active","","","","","","","","","","108.721","49.777","36.839","60.899","112.473","118.623","147.972","166.9","24.06","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","3a00dbb981025dc7d09628cfbc51744aa134edd504f37593bab12a965332eb56","0-2fba664c381784adf5d6429b4a733dd8279f9411ca8822dd818188a6c6023811","","","","","","","","","6788-29772bd0c1b490f58b20f876d175c08f94df09d23b7b3a0a2789991c3f2bb689","root"
"Army Active","","","","","","","","","","6.217","7.038","1.778","1.778","1.778","1.792","1.841","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","81fa633bd500f347247c7cc6ec85363463c30194188f6a0cfdf1d1a4edaf4979","0-2771d2d8c00cc7f2ec379c82fac118bd6d1bab8499e028ef2c2691d7fbab6734","","","","","","","","","6789-775546f49e1d17d51a4d2b9b3cb04e8d020135ce137eee2dd8b4e72d445d79e6","root"
"Army Active","","","","","","","","","","26.62","20.481","14.04","14.04","13.896","12.946","15.442","33.36","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6f24557cafb7e2e83165a42c16c53765912da6c129d1d3ac77a869f6013e5555","0-46f5b220078f15583223075a5ebd743555fc00a0499634e55fc0aa610ca23c31","","","","","","","","","6790-48768383f0d2d1bd152d3cbce84b4bf68f6c968b917014573ba63435e21c5852","root"
"Army National Guard","","","","","","","","","","20.067","25.023","19.266","19.266","19.149","17.518","15.989","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6f24557cafb7e2e83165a42c16c53765912da6c129d1d3ac77a869f6013e5555","1-9c401cc41210173d059edd2538cf8ce7ab29137ca0f1cd951b5a1273f7c113b5","","","","","","","","","6790-48768383f0d2d1bd152d3cbce84b4bf68f6c968b917014573ba63435e21c5852","root"
"Army Reserve","","","","","","","","","","1.547","1.9","1.512","1.512","1.498","1.256","1.221","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6f24557cafb7e2e83165a42c16c53765912da6c129d1d3ac77a869f6013e5555","2-4d3d26c8f529cdb77f0431f09cea461eb0b5df0d3546ed156ba4186d37da0c4a","","","","","","","","","6790-48768383f0d2d1bd152d3cbce84b4bf68f6c968b917014573ba63435e21c5852","root"
"Army Active","","","","","","","","","","10.301","27.298","16.121","16.121","13.431","12.182","19.134","34.788","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","8c3e84c184640e031c449ab64881bd945a8393e338c33a5ad166bb9162a47d26","0-d5db848a9fd365ff5edd1b187b3457b4a98b0957cdc6162913271afd2d3a8833","","","","","","","","","6791-29c0db74c3b838649daa6197d485cd8c40d1cd175cb196200df1cd61cf55b636","root"
"Army National Guard","","","","","","","","","","19.996","19.768","11.122","11.122","11.767","10.965","12.962","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","8c3e84c184640e031c449ab64881bd945a8393e338c33a5ad166bb9162a47d26","1-49d732e3f8cfcce4c2e1f382790ba4f694503c7a7ad86861c5033d0a97abbc45","","","","","","","","","6791-29c0db74c3b838649daa6197d485cd8c40d1cd175cb196200df1cd61cf55b636","root"
"Army Active","","","","","","","","","","38.341","53.976","48.847","48.847","36.843","40.159","36.328","35.497","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","8cb9f2b71b622bbc0f00a65a606e877cd5712a78285b9e7e4d91cc3f2b45f685","0-c95899c0b5d3cab61d7dc7fb4afeaa89b1dc6ecdb9fc45c75a1571aea5124360","","","","","","","","","6792-66fdd40379124d91ae55b996d85dfb31c29210e7edada482764566f269328c6d","root"
"Army National Guard","","","","","","","","","","12.064","26.583","13.331","13.331","9.765","12.676","11.889","13.262","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","8cb9f2b71b622bbc0f00a65a606e877cd5712a78285b9e7e4d91cc3f2b45f685","1-10d5757c43b2e7b1faa5b1bf1c8f8c42d62c3ab8d6d4d391e2366608977751ec","","","","","","","","","6792-66fdd40379124d91ae55b996d85dfb31c29210e7edada482764566f269328c6d","root"
"Army Reserve","","","","","","","","","","","3.231","1.694","1.694","1.087","1.485","1.345","1.508","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","8cb9f2b71b622bbc0f00a65a606e877cd5712a78285b9e7e4d91cc3f2b45f685","2-e226d4441c569c4c3a0a943298dea4ef8e546dc45ec9305b2c7fae72a10a4aee","","","","","","","","","6792-66fdd40379124d91ae55b996d85dfb31c29210e7edada482764566f269328c6d","root"
"Army Active","","","","","","","","","","1.217","1.397","1.417","1.417","1.443","1.484","1.524","1.553","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","67b784f26cb8b26ff1e79285ded107ab226dfe82a074386fe42e08a2613480e0","0-5228e0cb5994648ae95f8f0940bc2058de5f9282bcbf334e411ed9ad4db72884","","","","","","","","","6793-1dff8138509eed9e58c9c1927315378dfb8c090a96f4bf6dd164a3ae7511c81f","root"
"Army Active","","","","","","","","","","3.055","1.911","1.901","1.901","2.201","2.348","2.492","2.541","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","bd565b0eb0c1775259a613df990987b5ec99b7f18bc17fa9b19822e3f21fa04d","0-61771d6ce1959bcb4916a3bd1012df421f0486b32a7123ec3c7ff4209b9cdda0","","","","","","","","","6794-6aee7e1695148611210fa982be7e6948023f7aff9dce26198c71e43491ee207b","root"
"Army Active","","","","","","","","","","","","0.991","0.991","0.991","0.991","0.991","0.991","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","4b53a08ed2f64b03f9d894c286924379758db4c444aaf006da901fd5950bebc9","0-b0198bf1a767f63d9bc14670c92c4e659da5befb2c7104a18998f9b079eebd0e","","","","","","","","","6795-34117ffce05f0535fed22561d2143669639c7affbf1ae62c24927daa210ba7ce","root"
"Army Active","","","","","","","","","","1.822","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6cf678f08035c001acc6bcdfe40593c613796cc1d9801e84d3d67b12e830974d","0-df1f0275c9477ef781e434dccccbd8dc9b9d64640974e64bb19f98f973a3f1fc","","","","","","","","","6796-d048c053699c2187bb92cc9d27e10f2eb2ca5eb300f001ad863c0e8367a51202","root"
"Army Active","52","50","48","48","48","51","43","35","","1037.272","935.926","927.798","927.798","999.384","959.161","900.007","678.705","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c6efa3d1ea895e36aa6ea1c6b9d247f9f9b97c3cfc03ed6678e75bd59a8137b4","0-0cc3cc7af915514d2a8ec07b9852f50b7e58f43fb1393f558f0f22d3ded14d66","","","","","","","","","6798-3602efc5ddd8b89f33cc18f42f7b4a1072a7e4c5ffb74c690db0136509852bc4","root"
"Army Active","8","13","12","12","5","5","","","","333.7","446","343.287","343.287","118.64","184.258","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6b1656fac8a26342409b2f62049dc7f5cdb2bd5e08549a22c3d2920f17bde265","0-b0f07bb6d9ae1034a1270474db15179190bb3fe269a320f9e40a9f027e098ce7","","","","","","","","","6799-d4ef207aa434aeafe9e656a4be58ea170ba8aeee1089a473c212e5dea602e06d","root"
"Army Active","33","24","40","41","36","29","3","19","1","793.363","532.015","955.196","976.442","709.874","516.229","80.556","449.436","21.246","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","0-16f96486007018f082ef32344c5153a50955caf9b32a0fa36eb7aa4c0eb44e6f","","","","","","","","","6800-79c41ac4414f4d80b95d7083ccbe66c80621964c8ceff53c1c5c703a757c0854","root"
"Army National Guard","28","24","9","9","12","25","10","16","","465.79","492.588","139.764","139.764","324.12","566.585","274.808","367.793","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","1-dea0a3184cfbe3520fd56fa560dcc7dea18e586ac4a1cb58ed32698b29b65cc2","","","","","","","","","6800-79c41ac4414f4d80b95d7083ccbe66c80621964c8ceff53c1c5c703a757c0854","root"
"Army Reserve","","","","","","","15","","","","","","","","","474.54","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","2-bee0488386db7d740f60ebfabd2a10632cff461f72aa1ec4560d70a74d440d92","","","","","","","","","6800-79c41ac4414f4d80b95d7083ccbe66c80621964c8ceff53c1c5c703a757c0854","root"
"Army Active","3","","8","8","14","9","","","","5.13","","64.95","64.95","71.519","44.198","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","73e83845b149e8026078df2037a3049cf77d863cad600c46a7d5ace637fd0785","0-ff1751690e386ded477427ad09b9bf90407f34d391f731e881278f1ca6a5df8d","","","","","","","","","6801-8fae115a7c6ef928e13f6491c2730c5fa704fccd5aaf60e6621586c6bd282fb3","root"
"Army National Guard","24","36","10","10","20","25","41","41","","41.043","76.516","81.188","81.188","102.171","122.771","146.604","149.185","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","73e83845b149e8026078df2037a3049cf77d863cad600c46a7d5ace637fd0785","1-730fe8e2a4e9e431b1b2778c07b107b5481b6474cafcf98324d5d30be8f90934","","","","","","","","","6801-8fae115a7c6ef928e13f6491c2730c5fa704fccd5aaf60e6621586c6bd282fb3","root"
"Army Reserve","","","","","","","7","7","","","","","","","","25.03","25.471","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","73e83845b149e8026078df2037a3049cf77d863cad600c46a7d5ace637fd0785","2-bd50e49c76f3edab59ce20a5038fab1180b3b8e90b62df2bec05ac671e4d8869","","","","","","","","","6801-8fae115a7c6ef928e13f6491c2730c5fa704fccd5aaf60e6621586c6bd282fb3","root"
"Army Active","169","240","179","240","93","160","160","196","61","809.201","1106.04","871.276","1131.276","512.775","734.152","727.032","813.28","260","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","7c3bc58ee50dffbbf278c76b537caa4edc6d792084e3a3dbbe67f5b0337163a8","0-2f87ed04be1a2e0ceefa78c1be7cc0dc45e92833e1d3c88f5cf2446b1030974e","","","","","","","","","6803-94aadf634ca2be81e05c73ac401057b468a1c8dcf407778d2a00e2be2ed6cebc","root"
