Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Reserve","0.087","0.057","","","","","","","","6","","","8","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-8091c5cea172456369959df2b4ad625aa2c26fa8b42caa4e63af9bee971d065b","8-8bfda95d45d91f8969eb1cb032f176d75d7b7d5d35144bdb275def5c9db8ebaf","root.record.ItemExhibitList.P5Item"
"Army Active","60.12","","1.77","1.77","","","","","","","2","2","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","0-53c08134747d88eb85bf8cdb886ca67dda2c7a4d76954371edb13b437c16a0e7","0-826772194e06e49ee564211acf7dc28b252b792dfbc870fe72d84dc7c7162c31","root.record.ItemExhibitList.P5Item"
"Army Active","13.905","6.199","8.584","8.584","","","","","","105","110","110","241","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","0-a75dd95059610960646c78c9bdb8a839b7b0c5314caac6764a6ecc8d093e7e89","1-81c03e0417a9e8d1f178a1f95fc8c80e525056cb99cbe64ea4756348fb7500e1","root.record.ItemExhibitList.P5Item"
"Army National Guard","6.246","5.411","3.122","3.122","","","","","","92","40","40","108","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","1-dd0b64e2c64ef3e69e80c0ad957b71bbd64b571cd9d155785b4849e3e53bc911","1-81c03e0417a9e8d1f178a1f95fc8c80e525056cb99cbe64ea4756348fb7500e1","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","0.78","0.78","","","","","","","10","10","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","2-1242c1a28f54c18fca54c15f6905d6b82586f72f8b92307ae2c807b52fbe7a71","1-81c03e0417a9e8d1f178a1f95fc8c80e525056cb99cbe64ea4756348fb7500e1","root.record.ItemExhibitList.P5Item"
"Army Active","2.995","3.116","","","","","","","","2","","","2","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","0-16ee2db0109d1b1be1a2ecf75d38977d4344e1b25bd3a84908ae5f1b4c5bf883","2-788c8c3acb246ea24c33ec037ffaca4b79d3cdfec8cfb75bdc9ae55643d9addb","root.record.ItemExhibitList.P5Item"
"Army Active","0.626","5.706","4.852","4.852","","","","","","1","1","1","1","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","0-6460dc9fd43f0d78db213b85384ca51c16c61081df61cfce53aa365441114aa7","3-b7bfc7afd849fd156fb9c7867644360b6cb69b0740c6d2912b51f89e6612af25","root.record.ItemExhibitList.P5Item"
"Army Active","0.207","1.287","6.864","6.864","","","","","","18","10","10","3","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","0-9cafdeba42acae1067487e2ebda06007e030f70d92d813a32d7daf6b1fa7e967","4-bead30c1f06181a36d9215ba42ce88172d1570a134b12c1a589a91fad0f9b578","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.679","1.463","","","","","","","","21","","","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","1-a8827b8371278896a4d4bb3f772bbbfe2cc4407d5dfee59d34809f4e4e8a627c","4-bead30c1f06181a36d9215ba42ce88172d1570a134b12c1a589a91fad0f9b578","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.5","1.332","","","","","","","","19","","","3","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","2-a7b0a63527796a32d1523ef5fdf9949f32b2a9067e13b65c722563bee03db437","4-bead30c1f06181a36d9215ba42ce88172d1570a134b12c1a589a91fad0f9b578","root.record.ItemExhibitList.P5Item"
"Army Active","13.395","10","5.342","5.342","","","","","","87","41","41","49","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","0-4850277319335bd57ac3e66a0ef5b3eb7c1081ee76dc5733dc210e3c20c8ae1d","5-9f2427302552d3b8c4267cf2bb8b97c2aed45b09015bfc1ad805c31f6df40eae","root.record.ItemExhibitList.P5Item"
"Army National Guard","4.687","3.636","","","","","","","","32","","","58","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","1-536bd70063549066118f577a8e11f98fec52daff1db95f0375743327ed95630c","5-9f2427302552d3b8c4267cf2bb8b97c2aed45b09015bfc1ad805c31f6df40eae","root.record.ItemExhibitList.P5Item"
"Army Reserve","4.186","4.545","","","","","","","","40","","","41","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","2-a9746c34ef7c9f7a78ee02e3992dc063456a6d92de684917dd36e1a3b08a7e00","5-9f2427302552d3b8c4267cf2bb8b97c2aed45b09015bfc1ad805c31f6df40eae","root.record.ItemExhibitList.P5Item"
"Army Active","3.164","2.424","6.433","6.433","","","","","","20","65","65","38","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","0-eeaa72250bf0c0fca96cfef34196fc40b53fe0fd1e11026582e278447bb78c33","6-b0a85015809f4d9aa5f00b8c755cb0c4efac38480bc50664b364d322cfeaf042","root.record.ItemExhibitList.P5Item"
"Army National Guard","3.186","2.478","1.983","1.983","","","","","","21","14","14","28","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","d7e39aeb102c93b5d9ef793eb4b4749e6104cd42b5352d19043462215465f994","1-b1f079fdff5456529b5436fddce07e37725921bc492424459f00bdafa88a4c27","6-b0a85015809f4d9aa5f00b8c755cb0c4efac38480bc50664b364d322cfeaf042","root.record.ItemExhibitList.P5Item"
"Army Active","","3","10","12.317","","","","","2.317","2","7","7","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","0-984a22f66176bf0de3481af3d455f7b2b6882e0d376ff9992fa4a51a13c29acd","0-6213d4f3a8cbeee829a1ae0bff8c6f1c9bb379857bd841dc049507c161e07af2","root.record.ItemExhibitList.P5Item"
"Army National Guard","8.494","2","5.136","5.136","","","","","","1","4","4","11","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","1-ca0d92fc084e2b339d12d29e259e9d35c65fa5e88ae5523bf159d6cd38e2206e","0-6213d4f3a8cbeee829a1ae0bff8c6f1c9bb379857bd841dc049507c161e07af2","root.record.ItemExhibitList.P5Item"
"Army Reserve","5.246","2","4","4","","","","","","2","3","3","5","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","2-2a882c9757aad0465fc24d2e13e776424ed2a2f35b9d6e69a0056616893cc3d4","0-6213d4f3a8cbeee829a1ae0bff8c6f1c9bb379857bd841dc049507c161e07af2","root.record.ItemExhibitList.P5Item"
"Army Active","","","36","36","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","0-91ddb169d767667fd4f8024668827ae62eef004044161f056ad811bfd4de1e0b","1-274bbaba072226360e0240af52aaa3482e2ebf14f35fad5f9a6539ab260752e8","root.record.ItemExhibitList.P5Item"
"Army Active","2.285","0.942","86","86","","","","","","4378","69","69","4904","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","0-9769b284a5eb9690e47fd8f42fe02fc17ab90ee61ac2d59ee25cbe7b666e10fc","2-2cebfeecc4a21f85adaf7257827233cc9afacf003ff7ecbc17667cc97487129d","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.684","0.668","","","","","","","","3099","","","3099","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","1-fdacfeac77becd0b5ad078b5260402a364c192b89a77e0510323a4f0cc6035b3","2-2cebfeecc4a21f85adaf7257827233cc9afacf003ff7ecbc17667cc97487129d","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.595","","","","","","","","","","","","756","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","2-3b572e6f1bd6296b76d9baf1a96aaebb8da12a14eb4c79115c5f0119ae3188ed","2-2cebfeecc4a21f85adaf7257827233cc9afacf003ff7ecbc17667cc97487129d","root.record.ItemExhibitList.P5Item"
"Army Active","2.459","2.5","","","","","","","","1786","","","9021","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","0-a55b0f0bd58e9005f11b2ace0e17fc216a5472b98bcb581cb4f694d63802586a","3-24f587c6bdc815d55484430ff297b67b2a0245936ab6acd77fd2e3e48cb66216","root.record.ItemExhibitList.P5Item"
"Army Active","","","32.818","32.818","","","","","","","186","186","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","0-e267d3dfe34f2e1fba31b7f514bbd2b4a20a1ccbb3476dcc38559e61bf25786c","4-f8dfbecee906cf8d866e92276c4d69ecdeea90fc012e13a5d45687666852d912","root.record.ItemExhibitList.P5Item"
"Army Active","27.98","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","62904114cf6b6cbcc22579289911cb1cef9852777a0f9a46b5c4a332c7c744b1","0-27f2cbb7ad228510e35aad82149d8c61378a39dcef4fa7b030b15e0222fac83e","5-13af546d3f016ee3ebe486039bc8d909cb33de2631f190b554d59fffbb1d31d8","root.record.ItemExhibitList.P5Item"
"Army Active","7.613","3.604","7.674","7.674","","","","","","8","12","12","16","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","ed042e40266d06f86c2470028eb846e7fcbe44a7598422750708ee4e16a3dca7","0-40c7e5e06e1b66d4e2ac1d638560f0e790a676836a656db85f9e2c84cd3cab03","0-3ab816468b77c6ef3875fa0c81cbb1ea450cc538cd700c1ce9343d55752e52f2","root.record.ItemExhibitList.P5Item"
"Army National Guard","9.242","6.188","10.185","10.185","","","","","","17","22","22","27","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","ed042e40266d06f86c2470028eb846e7fcbe44a7598422750708ee4e16a3dca7","1-9980661d10144bf696706d542943ba46ced9ccffb4db9596bcc1620ba0d84503","0-3ab816468b77c6ef3875fa0c81cbb1ea450cc538cd700c1ce9343d55752e52f2","root.record.ItemExhibitList.P5Item"
"Army Active","41.735","46.588","34.423","47.382","","","","","12.959","1004","1767","2794","3562","","","","","1027","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","ed042e40266d06f86c2470028eb846e7fcbe44a7598422750708ee4e16a3dca7","0-bd6c4b383606edd11484c7fff92c7ace5fb947f128549a60a22bd6676592e16b","1-a017f0273f899ff23b629dbc279c7dc12e86b45e12c11737d50b73d75a4834de","root.record.ItemExhibitList.P5Item"
"Army National Guard","6.539","1.507","1.945","1.945","","","","","","233","270","270","1129","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","ed042e40266d06f86c2470028eb846e7fcbe44a7598422750708ee4e16a3dca7","1-b688f414fa712aa82c18fdef8f02f383b2d50707194e219c2991e4db65af2847","1-a017f0273f899ff23b629dbc279c7dc12e86b45e12c11737d50b73d75a4834de","root.record.ItemExhibitList.P5Item"
"Army Reserve","10.395","11.146","3.525","8.093","","","","","4.568","311","211","215","750","","","","","4","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","ed042e40266d06f86c2470028eb846e7fcbe44a7598422750708ee4e16a3dca7","2-810814a1ad5f5cb0d7b274640a6e40f697da584be344d920c50c2d075c740d11","1-a017f0273f899ff23b629dbc279c7dc12e86b45e12c11737d50b73d75a4834de","root.record.ItemExhibitList.P5Item"
"Army Active","4.415","3.653","8.536","8.536","","","","","","10","18","18","20","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","0-84da4b8c59ef3065c87264f1b2eeac6a6f668054c304e1a9df9d86f2420bb775","0-82b84a54daa97e8b4ae8f4287cb5308016c238506e2fc4c74646e6eaa9348ca5","root.record.ItemExhibitList.P5Item"
"Army National Guard","6.084","5.711","3.319","3.319","","","","","","14","7","7","8","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","1-38296d55df1989028e90171213cff9f54a158e97db8fc2a40b093e3fa43911fe","0-82b84a54daa97e8b4ae8f4287cb5308016c238506e2fc4c74646e6eaa9348ca5","root.record.ItemExhibitList.P5Item"
"Army Reserve","1.808","1.156","1.423","1.423","","","","","","2","3","3","6","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","2-f8a91035b615a1ccbf57229665c12efa3d324470c9052a14f6347147bd7574f3","0-82b84a54daa97e8b4ae8f4287cb5308016c238506e2fc4c74646e6eaa9348ca5","root.record.ItemExhibitList.P5Item"
"Army Active","1.256","2.807","3.95","3.95","","","","","","5","11","11","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","0-03f2f5f7b563aaf37950a4521d7a78fcdc772df19f6478a10d5610c9f585b015","1-da6962fb9afcf008b36b405cc0e2b4d0d8502711c5e964597f832f77983ec2ab","root.record.ItemExhibitList.P5Item"
"Army National Guard","2.418","2.99","1.437","1.437","","","","","","7","4","4","7","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","1-c3bdc2cc783121758cd760db1dd5a1078758b8d13c8ea9e9f9e5ebc2e0cfc230","1-da6962fb9afcf008b36b405cc0e2b4d0d8502711c5e964597f832f77983ec2ab","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.562","0.278","0.718","0.718","","","","","","1","2","2","2","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","2-d7be83ded0c79a1d47d61d42aa6c4b4496202f8e7b64e29bcc2f6a21cdc9fdd6","1-da6962fb9afcf008b36b405cc0e2b4d0d8502711c5e964597f832f77983ec2ab","root.record.ItemExhibitList.P5Item"
"Army Active","7.29","6.983","9.783","9.783","","","","","","15","18","18","15","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","0-556c327ead183ff57eeff02b00d1bdffb367631e70ad45ac6b1a0a4b4c39ca5e","2-bb4bda40b1b1d8d5dd3a6124e993e5193017eeccf3f7e38583004249ede44ce5","root.record.ItemExhibitList.P5Item"
"Army National Guard","6.921","7.138","3.261","3.261","","","","","","15","6","6","15","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","1-6591a680fc399a832528ea92fa26858f4badf7a601ff8652b5a452c5c7f189e2","2-bb4bda40b1b1d8d5dd3a6124e993e5193017eeccf3f7e38583004249ede44ce5","root.record.ItemExhibitList.P5Item"
"Army Reserve","1.828","1.396","1.087","1.087","","","","","","2","2","2","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","2-5026a4830a6a12c15a12c9132303d34f9a73c5f4f839d15158b3e4e66dc4a7b0","2-bb4bda40b1b1d8d5dd3a6124e993e5193017eeccf3f7e38583004249ede44ce5","root.record.ItemExhibitList.P5Item"
"Army Active","0.298","0.133","1.203","1.203","","","","","","1","8","8","5","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","0-560054ab17da9855def69888f9d59df1a312c19480708355910d6aa18882fa7c","3-fb74705ccef6db733ee1b752e45c81a40e6e01326cc4c364439b8ba18dd43e4b","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.668","1.127","0.459","0.459","","","","","","6","3","3","11","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","1-c8cc1baf1169326b1a005fe82ef7081b4b9a38dd95d9cbd5f32d228b91892331","3-fb74705ccef6db733ee1b752e45c81a40e6e01326cc4c364439b8ba18dd43e4b","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.405","0.222","0.179","0.179","","","","","","1","1","1","6","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","2-66f3e8c1a11bcacbdaa6a9611f3989fcce4b077617a45b90ce2ac4dfd4579c7e","3-fb74705ccef6db733ee1b752e45c81a40e6e01326cc4c364439b8ba18dd43e4b","root.record.ItemExhibitList.P5Item"
"Army Active","0.552","0.626","1.577","1.577","","","","","","3","4","4","2","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","0-e9c2becd21182791fa81825bbccfe7428dee7c9980dc8a8af136ad7a603ac4f0","4-8dc3f6380c9b6c0bf69ec5c75beafbfd1042b62bdca6bc32b3fd7fc4e8fd4f8d","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.564","0.561","0.395","0.395","","","","","","2","1","1","3","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","1-ab07da8b24692ebda932f7a3258b99cd20ba61f7dcc938d3aeca1c284b30cd93","4-8dc3f6380c9b6c0bf69ec5c75beafbfd1042b62bdca6bc32b3fd7fc4e8fd4f8d","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.09","0.117","0.395","0.395","","","","","","1","1","1","1","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b2a6ee9d498143837a7322c3a681686929adcfc03d8436eec9dce80c22629a39","2-4cd9bc2d04912958d7006cf899b3884bd670a4273a2c36c06f0faf4e03b98a7d","4-8dc3f6380c9b6c0bf69ec5c75beafbfd1042b62bdca6bc32b3fd7fc4e8fd4f8d","root.record.ItemExhibitList.P5Item"
"Army Active","1.818","1.443","2.88","3.148","","","","","0.268","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16afdfa5a302bb164fb3f7504de0c4ab8b8d520afb86825f20b81e8930957eab","0-11f3f8f8de63cf767f5d1d5a8dbed6bba6e9d5c39ad57ddb558f26db0da3c31f","0-02d24df82618561ce96be0796dc909d8a67202f591345d707dc75cc910beee2a","root.record.ItemExhibitList.P5Item"
"Army National Guard","1.543","1.093","1.105","1.105","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16afdfa5a302bb164fb3f7504de0c4ab8b8d520afb86825f20b81e8930957eab","1-14dd6a19dd203ded1b0f874febeb23b9a7129ef251e80fc03ef6e2cfd6bdeffa","0-02d24df82618561ce96be0796dc909d8a67202f591345d707dc75cc910beee2a","root.record.ItemExhibitList.P5Item"
