Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"Talon 5a Initial Spares","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.213","","","0.861","","","0.045","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","1a05e6c052670f238a570c84949d069ac4b32e720912ebd2364576ea6567ae5f","1-09747b7924d942c730c618c5b833202e7137f37b919c9acc0947f2142248e631","","","0-d8bcb562dc0337b16f5e5aee6001883a98a98a2fe25e047abf10b805f1e21b33","root.record.ItemExhibitList.P5Item"
"Total Package Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","614bbccf622ad4d1a6e058f8782e575d8ecd8319854edfbf4dae743f1d6121e0","0-81a9e9013320c3b877e02da05369abae5fd3686dc03cec079271916ce5c14d83","","","2-e45187b3de94c23c2e206a532806492c3d39f22cc7a71b116e86c2db694caf92","root.record.ItemExhibitList.P5Item"
"Shipping and Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.156","0.156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b22f3ffcac83259509d8f98e9a67f15472622951134e2685a44cf96e06eb15a2","0-745049af91745131a1aea2c00f3e2ee7bb3274d206a6968f14b7a40cb06fca14","","","0-13c0742149371de8ea7804ef7a85ca00cf84e6be7f5a7fb5eed6172bc3a58675","root.record.ItemExhibitList.P5Item"
"MPD Total Package Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","0-777e74d1783795b2235f98ec43ce9191181d39a3af85b9f3e82a83605d466060","","","1-fd31f5f47cec0d3e402d6eba2b305c35024a631eb81bcf91eecd8897a669d888","root.record.ItemExhibitList.P5Item"
"HMDS Total Package Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","","","1.326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","1-5ad7b6af69d3a17535f549c5d850f7c10ea9745adfb15f7e6a76943f137358cd","","","1-fd31f5f47cec0d3e402d6eba2b305c35024a631eb81bcf91eecd8897a669d888","root.record.ItemExhibitList.P5Item"
"MRDS Fielding Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.302","0.302","0.302","","","","","","","","","","","","","","","13","14","14","","","","","","","","23.231","21.571","21.571","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","0-2097c5b4fda95fecb894c8cdab03126a0015b41194e4d57be5e69c59947db41b","","","2-faf5ee0c371cbbd3fe809195c3107f912e850daeabf3f46b57808d7b43f652b4","root.record.ItemExhibitList.P5Item"
"New Equiptment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.036","0.036","1.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","0-650d444c6a5b329a4f3403b740e1fe0ac1fa7800e6095850980e1ba146df2268","","","4-d356df4b9bc92b31a31a20e163651bca062795234ec02dd0b4153f9bacc80776","root.record.ItemExhibitList.P5Item"
"Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","0.828","0.828","0.625","","","2.47","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","92bd26d1779e7fd4fa373251b2c3f64127abe0eefdffde2777c595ad04ee1e57","0-75087e264cac5849a389c79d3c554895f0b4749dc6fda8ae461c86dbea19c917","","","0-c82390c1d3bef7774398492da8126f0e71124bee8a7fb00b80b1b8e36ac0ed2a","root.record.ItemExhibitList.P5Item"
"Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.072","0.09","0.09","0.09","","","0.743","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","92bd26d1779e7fd4fa373251b2c3f64127abe0eefdffde2777c595ad04ee1e57","1-06da1f0edb54c1c416cac7ccafba60276abcc3442b60056406d42cd83089c822","","","0-c82390c1d3bef7774398492da8126f0e71124bee8a7fb00b80b1b8e36ac0ed2a","root.record.ItemExhibitList.P5Item"
"Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.352","1","1","0.795","","","1.247","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","92bd26d1779e7fd4fa373251b2c3f64127abe0eefdffde2777c595ad04ee1e57","2-dbd923aa9999922d5122fd0c96c32a11ea4a1b609f1e38b93b26e87ce5954690","","","0-c82390c1d3bef7774398492da8126f0e71124bee8a7fb00b80b1b8e36ac0ed2a","root.record.ItemExhibitList.P5Item"
"Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.162","0.155","0.155","0.118","","","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","92bd26d1779e7fd4fa373251b2c3f64127abe0eefdffde2777c595ad04ee1e57","0-9d277fe835e4cddeab3dbdcb54dfcd98284ab78f1b7cf485fe558823b2c6907e","","","2-0d5fa9729f71aa35be2f0cc5503ea6756046db7780016af6f92d9e207e81ebff","root.record.ItemExhibitList.P5Item"
"Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.063","","","","","","4.709","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","92bd26d1779e7fd4fa373251b2c3f64127abe0eefdffde2777c595ad04ee1e57","0-b07cd084eaaa609ebfddb512220a43360888c67d0dd52ed2e610212eb4840692","","","3-572b1525f4c98725307f65bbe2750cbd432faadd460b1fc9d5374b6fd31d0fbf","root.record.ItemExhibitList.P5Item"
"Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.031","0.338","0.338","0.073","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","92bd26d1779e7fd4fa373251b2c3f64127abe0eefdffde2777c595ad04ee1e57","0-902983dfc0c0c53bab5d2978be4159f5724dd557deae25bb04910705d721dff1","","","4-7f705b30613efba4f13edc02f77b63550d821d68b0299d4a262cca3d8be7e826","root.record.ItemExhibitList.P5Item"
"Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001","0.084","0.084","0.001","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","92bd26d1779e7fd4fa373251b2c3f64127abe0eefdffde2777c595ad04ee1e57","1-6605d6643455daad135b8e8f165ec574ce9ed486696528b853ad0050715f1cec","","","4-7f705b30613efba4f13edc02f77b63550d821d68b0299d4a262cca3d8be7e826","root.record.ItemExhibitList.P5Item"
"New Equipment Training/Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.597","0.466","0.466","0.369","","","5.161","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","703cc55d0dde8a34cd4621686250f3550a129ef8d4bd8ee8e36d972789a1f332","0-936d0abd4945dfac354a0e85db623994441af801c75672b52c8950d3531f797b","","","0-69adcb59d9f08fc48d0f112a1549c1ae57a3921de6e5752210c25bd24921e0c9","root.record.ItemExhibitList.P5Item"
"Shipping Equipment to the Field","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.061","0.063","0.063","0.146","","","0.732","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","703cc55d0dde8a34cd4621686250f3550a129ef8d4bd8ee8e36d972789a1f332","1-a82a8090a2b2f21d2bc70888fa8355ed189c00f4e45df4e765ab9fd18a673c3b","","","0-69adcb59d9f08fc48d0f112a1549c1ae57a3921de6e5752210c25bd24921e0c9","root.record.ItemExhibitList.P5Item"
"New Equipment Training/Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.03","","","2.946","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","76211d7d671e57b3d92b3c95729af0380ac8c5ab2e71cadce59770e3af60edcb","0-2099a8f659c1a1b39bf7d9f1b7238686aec691b8feef56e02f560064cf31e71f","","","0-e37f42ce83e0df19f4ad786b2fe365ee227a2ad0473c37090ecbded4822b971b","root.record.ItemExhibitList.P5Item"
"JHBI - Hardware - Mobile Analysis Platform (assays)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.183","","","0","","","","","","","","","","","","762","","","","","","","","","","0.24","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","0-8f72f98fa52fd564cbd7cd9f422adb5b832d75d7dd14305f609f3c123e385e60","","","2-44cd9577d7a07787029064acac3de45b25f98b305373c5428aa0042a8f09c075","root.record.ItemExhibitList.P5Item"
"JHBI - Hardware - Genedrive (assays)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","0","0","0.36","","","0","","","","","","","","2700","","","","1500","","","","","","0.1","","","","0.24","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","1-8016b8cf7bbec51e903515e76db379c7de8b9d0747a452a1f5b846379d9ab4f7","","","2-44cd9577d7a07787029064acac3de45b25f98b305373c5428aa0042a8f09c075","root.record.ItemExhibitList.P5Item"
"JHBI - Hardware - three9 (assays)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.082","0.256","0.256","0.363","","","0","","","","","","","","683","","","","1500","640","640","","","","0.12","","","","0.242","0.4","0.4","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","2-f4de97ba39e6ebea2570a4ff1148210fae320f5d3a47b953712bea0c0e909927","","","2-44cd9577d7a07787029064acac3de45b25f98b305373c5428aa0042a8f09c075","root.record.ItemExhibitList.P5Item"
"Prior/Future combined efforts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","3.889","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","0-33cf9a6207890c3d1ff6f0e9ce2044cbc4c8b9432ed51f564218bcd98105e81c","","","7-b1436f421eafc8709535c94fbac8e3cd52a07b69b76b5b4e677a33b1d9ce2030","root.record.ItemExhibitList.P5Item"
"JWARN 2 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.933","0.442","0.442","0.502","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","1-3f642b7078aa7c1affddf559358ffb9a0da741d0607af1bc1f7e821a9cd7351e","","","7-b1436f421eafc8709535c94fbac8e3cd52a07b69b76b5b4e677a33b1d9ce2030","root.record.ItemExhibitList.P5Item"
"JEM 2 - System Fielding Support (TFP, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.551","0.422","0.422","0.557","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","0-19336284feff0bcf15c43b06c99fc6fc55cf3201011e8bf535f447bc0f86e757","","","10-c576759c602182d53292bd17a1d6b5897122f122a98c37d31be08c3ec63eedae","root.record.ItemExhibitList.P5Item"
"NGDS 1 - Provisioning - Assay and Reagents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.497","0.024","0.024","1.538","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","0-f8e957dbfc2eab204df366dc1305ae8190556a50d9183906fce4ecc3b913add4","","","14-a83ef9372cac104cd6a9a3629d92e5e649e4aaae9c1eda831ec7fc37564c6262","root.record.ItemExhibitList.P5Item"
"System Fielding Support (TFP, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.554","0.562","0.562","0.581","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","ee3b390273c3732dc8c8d8627dc9827ef32489658bc1471501a8c83b5c0ce303","0-b22fb18bf300dbe32f57ea8d0a5f98788bd431663e3e5d962fac3db0932cc9e8","","","17-449d9cc38c910bd8fdeaa4dd79fd547ab0779bef4ca753e8d73842e567409bde","root.record.ItemExhibitList.P5Item"
"System Fielding Support (Total Package Fielding, First Destination Transportation & New Equipment...","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21","1.809","1.809","1.98","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-b9ac3cc3766b5f2aa337b56f420597b0acd1410db68f3d978cb76edd84531983","","","4-f4a68e7b0902840d8b39be40308cf6171dc93bfe7f381927b19a2e53cd6234d8","root.record.ItemExhibitList.P5Item"
"Training / Fielding / CLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.91","2.633","2.633","1.352","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-3eba81248a8a457a77fee31470f79809ad7e9d4c73ec79d56bf7e2e004ad6e15","","","6-c86ea0b0cc42c5e0785bfdf5934370d9a8af30e9de8fb620f3edc3c43e20ba46","root.record.ItemExhibitList.P5Item"
"Total Package Fielding (spares)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.427","0.74","0.74","1.183","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-a33c344a9481be169fa50ab64f393ff14957848b1b7da2baa3c05e1760d94b75","","","7-30ec468c772bdd60ed9a09e9edce0d354180ccbbe3f1d954651f5bb48f6adf2c","root.record.ItemExhibitList.P5Item"
"Vaccinia Immune Globulin-Support Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.183","0.173","0.173","0.183","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-890c0dc11610af4bd98aa59de1337dde07e55dbb0b4d2f21617f41522af0be3d","","","11-2e559731df18d34870be62eb064a04b3d40c09989b174dd25422b5984c2d5415","root.record.ItemExhibitList.P5Item"
"JHBI - Hardware - Mobile Analysis Platform (assays)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.183","","","0","","","","","","","","","","","","762","","","","","","","","","","0.24","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","0-036c356c77ac38cea6c9f9e09456d5adef56cd1b7176cb439d5119ed5abc1ea7","","","2-161bd20d8cfa456fbfd60e248f78e92fdd69de764a395d7bcb34b30f8b5f570c","root.record.ItemExhibitList.P5Item"
"JHBI - Hardware - Genedrive (assays)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","0","0","0.36","","","0","","","","","","","","2700","","","","1500","","","","","","0.1","","","","0.24","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","1-7b03e155f27e23ec1ff33a5fd194d7667d9486fbcf632fcfa7bbdbd2176801b3","","","2-161bd20d8cfa456fbfd60e248f78e92fdd69de764a395d7bcb34b30f8b5f570c","root.record.ItemExhibitList.P5Item"
"JHBI - Hardware - three9 (assays)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.082","0.256","0.256","0.363","","","0","","","","","","","","683","","","","1500","640","640","","","","0.12","","","","0.242","0.4","0.4","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","2-f4b16a541151776d3fafd43758c8872dc011776b9ef45a40345fcb446e2ef729","","","2-161bd20d8cfa456fbfd60e248f78e92fdd69de764a395d7bcb34b30f8b5f570c","root.record.ItemExhibitList.P5Item"
