Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_Total_val,Cost_ToComplete_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,P1LineNumber_val,@PARENTROWID,@PARENT
"CANES Intell","2925","","","","0.896","","0.896","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","38-b41b87a85e82ecd729e9e9a62461ffa871939b3243458b31651ab89258ce207f","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Integ Combat System Test Facility","2960","","0.498","0.195","0.25","","0.25","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","39-be953d178b0253db726aa751c2db2d7c0c887e502568ce9fe645d86fbd27a5ca","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Items less than $5 Million","2980","","1.348","0.598","0.627","","0.627","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","40-38ca52f8ac2cc70e3cbab87b6c5a808f738b5aa05fa04a2e6661145bfac50717","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Shipboard Tactical Comms","3010","","0.113","0.004","0.567","","0.567","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","41-c2ceb5909ca670a596b842412cca6e16a6ab96eeac101312ca32f678e8eed1d9","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Ship Communications Automation","3050","","0.176","0.023","0.665","","0.665","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","42-13e738db9ab34f18abe7f71169c7f94e7b39e360bfc28a9b9c12478997a7449d","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Communications Items under $5M","3057","","0.513","0.024","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","43-b6094bebb50bb56c8cf156ef640593aea3c91ea9eb311f07001ea98a9707eaf1","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Submarine Broadcast Support","3107","","0.453","0.03","0.064","","0.064","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","44-296a274ed61760bfb4b1826638a39207d3faefe9536a106935e58276dc51c681","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Submarine Communication Equipment","3130","","1.048","0.305","0.701","","0.701","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","45-4377d2508c6c073bf5657a54295eabd8e4404817dbe953f181fb78ef1d765ecb","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Satellite Communications Systems","3215","","1.213","0.056","0.021","","0.021","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","46-0752e9720ea715697a4590d8681fd39efc70fba0402f52f09bd615f003ee2710","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Navy Multiband Terminal (NMT)","3216","","0.143","0.04","0.126","","0.126","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","47-88f7b6b625fb179c77eff5a5c6479c0666c8ae98a91476b3f53d7f734be41c27","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Info Systems Security Program (ISSP)","3415","","1.52","0.163","0.951","","0.951","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","48-32fbfe9544531a32b3d77767e266b2ef3641310452507b0435e2954930bea3c1","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Weapons Range Support Equipment","4204","","3.18","3","5.329","","5.329","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-0b5261f97db7af0fca7147a75307466e44f8ab87407ee3973f1124ca976afbf8","","","2-33e59551300438e6d229d643ac11611da55f3671f8ad863095d462c44de90572","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Aircraft Support Equipment","4213","","4.323","3.329","4.387","","4.387","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-2795f5c65b13c14ffccff495b9cbcf6935c22c1ee2a26b63058e3ca77fd8d034","","","2-33e59551300438e6d229d643ac11611da55f3671f8ad863095d462c44de90572","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Meteorological Equipment","4226","","0.267","0.169","0.001","","0.001","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-f82098fc3bdc4814d1d105fea582854bc478172d17c2666e61cffac4f6996689","","","2-33e59551300438e6d229d643ac11611da55f3671f8ad863095d462c44de90572","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"DCRS/DPL","4242","","0.069","0.155","0.09","","0.09","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-07cf3adca248b123c0c6be3a70d81579120a73b15d78d416c64e5a28704d9b09","","","2-33e59551300438e6d229d643ac11611da55f3671f8ad863095d462c44de90572","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Aviation Mine Countermeasures","4248","","1.368","0.486","0.733","","0.733","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-f0dc12f5c86ebbaaa9a5cecf4102cae4e29a1ef000d9e69485bb8d0ae0feaf29","","","2-33e59551300438e6d229d643ac11611da55f3671f8ad863095d462c44de90572","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Aviation Support Equipment","4268","","1.063","0.768","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","5-053e729ca974424f6769428389c7a65a7e242dc133677cb40cd899d0189ca821","","","2-33e59551300438e6d229d643ac11611da55f3671f8ad863095d462c44de90572","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Ship Gun Systems Equipment","5111","","0.007","0.007","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-8e01173ad910b1f780c096475b3a2fbe1fe3cbaf870006f2f78881c1691035bc","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Ship Missile Support Equipment","5231","","5.307","8.192","4.299","","4.299","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-698faf016f06f858fa7f6eadd74403eb26220b8b102b8b1f5d15bf6e8a3f75fa","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Tomahawk Support Equipment","5253","","0.147","0.177","0.311","","0.311","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-9446705de35d838fdc8b16749392d4583bec8fc8ca36cc12a2f7618a63d24767","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Strategic Missile Systems Equip","5358","","","0.14","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-91c24262275d9456ae6b0f9423b836026754e1b5813e8041270ebd3164352e0a","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"SSN Combat Control Systems","5420","","2.667","1.771","4.744","","4.744","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-bd685d9201ae7f75a8ef89bfeee089cea18b3f23336db97dc77d33958cc6603e","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Explosive Ordnance Disposal Equip","5509","","","","0.127","","0.127","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","5-1ef91f37fb564faa2630b9bdaa184b4868151e9b2f135319dcedfed4dcf0265d","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Submarine Training Device Mods","5661","","0.112","0.367","0.769","","0.769","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","6-687b92c3b086e8e9c433c51e9b32c79860a8e94420d15d0b78c398d744241265","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Training Device Mods","5662","","0.133","0.119","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","7-5419cf2371d6852aaf33071ca0e1cfe60a713c86f82a4791c3226b2c072050c7","","","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Amphibious Equipment","6033","","0.213","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-15294726d41b6dbc4b591fc61de05f9a6afe9c6674640b6b16543c54a07229e9","","","4-61b2376339a4524d5c9c29d0584c892e7b86a8c28943731a0177216766174e4d","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Items under $5 million","6060","","","0.033","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-ed79d0c44f28ac48215ee2db1feb4333c3d0105d0a4e3c3bd7894c67a43ede58","","","4-61b2376339a4524d5c9c29d0584c892e7b86a8c28943731a0177216766174e4d","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Spares for Rolling Stock","9501","","0.179","0.124","0.057","","0.057","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-fce631e858fe0f261984a33618dfefc7fb4f500932199e0b9dc14ed4d841d496","","","4-61b2376339a4524d5c9c29d0584c892e7b86a8c28943731a0177216766174e4d","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Command Support Equipment","8106","","0.168","0.005","0.022","","0.022","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-e444dbfdd8a5afae8de1b5d9dc8f8e377c592d5cfe201e2df2fdecf721c87a04","","","5-5226ece7b9cab3e4f5bf33b50ccf81b77c21fe03c6715936cc90cc302a1cb422","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Physical Security Equipment","8128","","0.383","0.309","0.119","","0.119","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-787ae640336bc2954dfc994f6b34e43c2fe089dbac41aa6e91696b49c3c1aa35","","","5-5226ece7b9cab3e4f5bf33b50ccf81b77c21fe03c6715936cc90cc302a1cb422","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Enterprise Information Technology","8161","","2.097","0.172","1.111","","1.111","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-f39f3e282c69995724065ad74b0b136c65f55087b2d26a7164c93454eca9550f","","","5-5226ece7b9cab3e4f5bf33b50ccf81b77c21fe03c6715936cc90cc302a1cb422","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Spares and Repair Parts","9020","","","0.454","0.264","","0.264","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-a3957606c0acf9a99b6c424c5e5e864a2e27fc35f0ee4f0cb6b22d9c95648b0d","","","6-d04a0d6b8fddaca59783980f5decfb615c599a068fcf1d515e2970dc28bd787e","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Hybrid Electric Drive (HED)","0140","","0.581","0.468","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-643155ae14be9c5b3e7383e3d4cd7fb1286f06727deb8c5da200ab866137fa30","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Surface Combatant HM&E","0200","","0.188","0.157","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","1-ce7011d52fa8e9879f17f534d67d766e0fa0485e2ef79851639e4ff0a15e733b","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Sub Periscopes & Imaging Equip","0831","","5.797","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","2-b7cb0fb23282c40983db51fa75b77dae2ad0fa2cb6822aa8e12ccc8cb87142a9","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Sub Periscope, Imaging and Supt Equip Prog","0840","","","2.377","5.665","","5.665","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","3-9d38010ae1eea548dd1a9d5890f30cc3fe423dddf3c72e0874560b006f981dea","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"DDG Mod","0900","","18.313","12.862","15.672","","15.672","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","4-024e6ed7fd5db39ff898053f4cd582fd5307da1c3d85a603aa4a5b02c24b442f","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Outfitting-COSAL","0920","","90.328","76.602","58.141","","58.141","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","5-6423a45fddea40de17fc231c2fefb0b49f5c9f01f2596d708f3b10e0b6e8b627","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LCC 19/20 Extended Service Life Program","0934","","0.022","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","6-6e25e161a8a49012ce4319e2b1e90609aebae536d9b1b977fdadbb26b8a94351","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Pollution Control Equipment","0935","","0.206","0.078","0.129","","0.129","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","7-6c6af2d4ccca9602a8c5b3bb6e365f36b2aca92f1e98d479dcd91680c581c5d0","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Virginia Class Support Equipment","0942","","1.856","1.894","2.124","","2.124","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","8-f1029ae97cb0546f28a8e98a2948588c3a36ca518e2d3a1f54ef2e362c3cf3c9","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LCS Class Support Equipment","0944","","2.693","1.823","1.492","","1.492","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","9-0aa08e06dda72aa332eee2b0580c793fad016522af0afcfa0a475a18ddb12f9c","","","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
