ProgramElementNumber_val,ProgramElementFunding_AllPriorYears_Quantity_val,ProgramElementFunding_AllPriorYears_TotalCost_val,ProgramElementFunding_PriorYear_Quantity_val,ProgramElementFunding_PriorYear_TotalCost_val,ProgramElementFunding_CurrentYear_Quantity_val,ProgramElementFunding_CurrentYear_TotalCost_val,ProgramElementFunding_BudgetYearOneBase_Quantity_val,ProgramElementFunding_BudgetYearOneBase_TotalCost_val,ProgramElementFunding_BudgetYearOneOCO_Quantity_val,ProgramElementFunding_BudgetYearOneOCO_TotalCost_val,ProgramElementFunding_BudgetYearOne_Quantity_val,ProgramElementFunding_BudgetYearOne_TotalCost_val,ProgramElementFunding_BudgetYearTwo_Quantity_val,ProgramElementFunding_BudgetYearTwo_TotalCost_val,ProgramElementFunding_BudgetYearThree_Quantity_val,ProgramElementFunding_BudgetYearThree_TotalCost_val,ProgramElementFunding_BudgetYearFour_Quantity_val,ProgramElementFunding_BudgetYearFour_TotalCost_val,ProgramElementFunding_BudgetYearFive_Quantity_val,ProgramElementFunding_BudgetYearFive_TotalCost_val,ProgramElementFunding_ToComplete_Quantity_val,ProgramElementFunding_ToComplete_TotalCost_val,ProgramElementFunding_Total_Quantity_val,ProgramElementFunding_Total_TotalCost_val,ProgramElementFunding_Quantity_AllPriorYears_val,ProgramElementFunding_Quantity_Total_val,ProgramElementFunding_Quantity_CurrentYear_val,ProgramElementFunding_Quantity_PriorYear_val,ProgramElementFunding_Quantity_BudgetYearOneBase_val,ProgramElementFunding_Quantity_BudgetYearOne_val,ProgramElementFunding_Quantity_BudgetYearTwo_val,ProgramElementFunding_Quantity_BudgetYearThree_val,ProgramElementFunding_Quantity_BudgetYearFour_val,ProgramElementFunding_Quantity_BudgetYearFive_val,ProgramElementFunding_Quantity_ToComplete_val,ProgramElementFunding_TotalCost_AllPriorYears_val,ProgramElementFunding_TotalCost_PriorYear_val,ProgramElementFunding_TotalCost_Total_val,ProgramElementFunding_TotalCost_CurrentYear_val,ProgramElementFunding_TotalCost_BudgetYearOneBase_val,ProgramElementFunding_TotalCost_BudgetYearOne_val,ProgramElementFunding_TotalCost_BudgetYearTwo_val,ProgramElementFunding_TotalCost_BudgetYearThree_val,ProgramElementFunding_TotalCost_BudgetYearFour_val,ProgramElementFunding_TotalCost_BudgetYearFive_val,ProgramElementFunding_TotalCost_ToComplete_val,ProgramElementFunding_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0207417F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.781","29.195","246.992","25.216","29.651","29.651","58.45","32.763","34.656","35.28","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","2211b6ddedc46094c1cd1e707d51a4f2770e2a4e24c8f8c5881167623b15000c","0-83b69a356928fdd24225c09a55be57d26ac51dbb880b382681260391409eb627","0-35e563b3c7df9bb838b406ad6d66910e9a8a4181096967529da33d8b4955010c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207417F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373.449","7.762","394.811","9.4","2","2","2.2","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","2211b6ddedc46094c1cd1e707d51a4f2770e2a4e24c8f8c5881167623b15000c","0-94e5443a30a0b9c635bebf04510fbf47073f8f0404077f0f9d3c344872af3610","0-99f3651f51698af3d055a6fade19f7b27f4c0580438578a89d45ba7c606ff70b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207417F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.659","9.359","66.018","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","2211b6ddedc46094c1cd1e707d51a4f2770e2a4e24c8f8c5881167623b15000c","0-88e4dfb75f1fb5d30982b04966ffff681a18f323a1c537221a90621d1c099ff3","0-dd6049ba5b11bc370439dd07301c87e0367e8ade4888e41b4b31f884f90b8ecc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0302015F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.757","5.757","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","aa179dea794d691e9e1b1406fb16bdb1c123f2cd9544803c7a0bb9c783563ef2","0-bb42b7e19a8b5d43a7a9b59435cbd6376edc3f2b0ce084f0a91fe92d74d99aa4","0-a3f243005e3eee3739b90f637c6430d613d1b333a665b9852b5c363f07f14e26","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0302015F","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","99.878","18.744","143.789","25.167","0","0","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","aa179dea794d691e9e1b1406fb16bdb1c123f2cd9544803c7a0bb9c783563ef2","0-e667c0019ad5a458ac9fe4e5d314a39307bd1111d5313bfdcb1d88a66f7bdcb1","0-737a213bc2fcb8fcdb72c588c5c44d58c0cf1a4b93a3d12e792b3dc9d6a56261","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.706","","43.706","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","997bbe75ecca391c73617bd57db845a375c5fe3e416339523ad2bed07125f468","0-af0a12656c0ccdf861fa99b6ccf288c532e98e6989221b4eee44bc93a26737db","0-13d45e8106d6a050a99f53b480e2d5eac8817ceb6a0d30ed06c0003244cef481","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.123","0.684","0.807","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","997bbe75ecca391c73617bd57db845a375c5fe3e416339523ad2bed07125f468","0-563a3ac046ab0356350e261d20e39fc295a8e2bd4d79a1cc20c7696a1892717d","0-6e43cf02795e7de671c74e7188d9daf439bdf91ab64d16227892d9df52598a24","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.164","0.139","2.303","0","0","0","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","997bbe75ecca391c73617bd57db845a375c5fe3e416339523ad2bed07125f468","0-b075eae62596fa533a0dbc37cb34e7f78110802d848a874ec094c87bd3474453","0-a853f089a74ae27fbce6c2cec1d4a2d76254209b1942edbfe3c7c12ebfc65825","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","23.889","7.399","16.49","16.49","0","0","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","997bbe75ecca391c73617bd57db845a375c5fe3e416339523ad2bed07125f468","0-8569c840abe94239aa184b456603732c3371207773634a36753ace8f0067b5ea","0-e6ab1ead0aeba6173e237d785bab4712bc7fc49013f39851b561aecb8699eaa2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.917","15.226","8.309","0","0","0","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","997bbe75ecca391c73617bd57db845a375c5fe3e416339523ad2bed07125f468","0-3377d8daf38b5dc01b53f9c315755527cfafff8a0a3b62e3b6d26d8ef7c8aa23","0-fdcad8e2f6e6bb7a7f4330bb65b8664a0b9d0391b2a0b9757c122c3db9872261","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-ec0b657970fa93c4355496f4489154f7f61f7d32f9e3832a7a793557870e19cc","0-81dd32a51b10f9cf5295ac6a819f2413139af8d9854160ea8750d714f6f3fde1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-6daec544974f0fea7443a1de34910e91f18f1863b128a8ad654e0569d1b31515","0-353af1f3b31e816b28ff4b6a8609daaddad86114c1a4dc9e1e98ae92c62792e7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.595","204.221","1350.175","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-e56ba572bb558df6a16e61d7a98845127812f8a6da46d00d302ad1a5692d758a","0-5f3c2a054892bf9bb11a1301ed34374a4fcdc59f3f3928f406eeb6860c53c2b6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-b3279a2294045b609a98fba6d0cfd428f8e24f2ceaecb4baf403c9a6e92e66b6","0-e511d8fa4cdcfc7045d68183a193a731c962662fe0443a29a8d27ea7ed1b4b1c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-e43c05e1358d7fa6a3cfce52ad26e32ed3f418c9e83c23b84fb95a22be8d6cc7","0-5ef3e026351a2bddb6da202ac7505b20230733b8dd918b19c8a3920b89284f34","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-58f242781952042f8facc2da2d17fa53be8a3272bcf4b51f29731b57394a581f","0-bfaf92dd447260123e4ace557eb4226b91d147b176893d21d827af9a9ea4368b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151.373","204.221","1083.953","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-2a1b13a5a6e100b8af753d4e61b6b72bc39e242209574d5e3ce330fa1ab312a6","0-f616bebb35ae8450eefc58e4bcfc07131edc1e1e8683649158d806173d7f679d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","766.277","204.221","1698.857","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2d4e5d984c6d6a3d0e54e791c1ec526e6f49662d315dcfbac1872a6954a4cf3","0-566d6aae75f38fcd7a7ab20a53a9dfcf854ea44c9dd149f4e76429f147c91fc1","0-d394438986338468cb991a6e57c98867f35ef46207a599e9952fae5f632470a0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207134F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.97","51.513","196.483","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","ed265b7c8396e8c94bef5ec4aa565a35a9d01e21b58926b30cd02dec1514e871","0-58547c93499c516e01e5cfa59e28dfc5169122cb38d35830c08a306535e18aa8","0-aa9ce11290bb94032cd0b198374177058e6d0d22a87b2c8bca76edd4e1e79971","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207130F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.272","","65.272","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","ed265b7c8396e8c94bef5ec4aa565a35a9d01e21b58926b30cd02dec1514e871","0-8f84e4156ebb326ebaaecde95fc48dcdf5bff62ceeb40f431a7dbc58d3eec831","0-fe94915115e9a4efb3477b6555f489c34e3c7820f3054ae70aad46d5911e692c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207134F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.932","15.672","92.144","6.67","11.32","11.32","1.55","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","ed265b7c8396e8c94bef5ec4aa565a35a9d01e21b58926b30cd02dec1514e871","0-7928419526a7b3d6c1124604f81f52884325788fe5fc0de516f24693b7fc16f2","0-7a8c51f40707e676b0c7090bf42409f5ec21ffc1b2378c0cd643488fb99949b7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","45","63","","18","","","","","","","","47.269","18.958","96.493","11.613","3.837","3.837","9.623","2.897","1.296","1","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","83e328bf8c2f164be9be96bd7a712c7bdbc120bbe7bbbee9eefc72da7a572d64","0-8e5229c4dbc5b669d9e843460cae5b0df1b3aa851bf2e666388c65c0e748dc48","0-6d24393ed1d36a05d94ae2fbe55ede27c4a611e0cdd6255a11f1f66faf467839","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","0","","","","","","","","80.846","0","80.846","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","83e328bf8c2f164be9be96bd7a712c7bdbc120bbe7bbbee9eefc72da7a572d64","0-1d39e6b14d3ba20dc7c4646a21798d23ff7067c3831f1b972aa5742a4cafb333","0-0d157a0b4e97f1da5883f38d6d27eb1f323b15c07a0c0c4e845e55ddc102ca36","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.976","4.287","12.533","0","5.099","5.099","0.171","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","83e328bf8c2f164be9be96bd7a712c7bdbc120bbe7bbbee9eefc72da7a572d64","0-0161726c965c86fed2574c0cb3d2a85865c6c020467cdd3e48975b1bd7e9059d","0-4241624ebec652fd6c5e06a095a2fe610c887937f35bb5bc8b44459a92f6eeaf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","83e328bf8c2f164be9be96bd7a712c7bdbc120bbe7bbbee9eefc72da7a572d64","0-ad870bd9aeca9309d4e9bc7c6e400b920cb49f44f65fce40f52efd8a9d0d1a34","0-428b122fc84f787dc3bc0a2bd237d1d2d7179526c2fac62913613408feacf2b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.967","2.967","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","83e328bf8c2f164be9be96bd7a712c7bdbc120bbe7bbbee9eefc72da7a572d64","0-c150774fcaf588ed88a26049ef2222f50855fcf4e0c9a48c0725faa81309d053","0-21d800c4a365f1d8e5e9a2dbc6a99c1c97451b0fca5cb390f5d8797c47f2ae3a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","27","","12","15","15","","","","","","55.209","40.766","281.045","3.469","65.149","65.149","44.3","42.046","30.106","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","83e328bf8c2f164be9be96bd7a712c7bdbc120bbe7bbbee9eefc72da7a572d64","0-68f3f982b7ecc46722b3693ed2e07af4ed4643eab4b948e41d26445a9762ad4e","0-ad580995b1d613e5ae1f90fba59ac607d953f956d5e061466e70b5decf33077f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.3","","92.87","92.87","177.43","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","bd79996364cf193c82514dff39c55a43279f3bd5a4bf5d9b64392b6ba8284470","0-90308fed0acd9a20322542dd740823b2a536d60726b5bec4ee540c48a1752bc1","0-cdbb68711aa5bfc4741ad4ef3b1dec229337db13bd2ff4e16a329b5af96d5210","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0604933F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367.596","178.991","1075.665","172.902","161.199","161.199","132.926","60.016","2.035","0","0","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","9f201eae9fd38b86a81536557833b637ab968678802f3b8927492133b699cab9","0-733f9c4a2d134b51a4a0075fb2f91165146ccf7fcf81de64d524d5bd2b2f5114","0-18939db0ff6f28383641381207a086f30a03a0bbcb3f89a21ca962d6e6ac7b3c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101213F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.156","0","145.315","14.54","13.293","13.293","4.452","3.75","3.124","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","e91eae7ca77eb06eb638083ebc0c9b02b3f92cb91ae03ee15413eaf2315ad3e9","0-335a41ccd9387b0b4ecc6445db1dad680feb0e1be6956805f6a7bd32cd7c9088","0-342aa6d76d58be1e8fd1023a22dc1a26317d55b10f7c50f106c3661f07cee5c8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101213F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.062","11.31","43.758","5.386","1","1","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","e91eae7ca77eb06eb638083ebc0c9b02b3f92cb91ae03ee15413eaf2315ad3e9","0-c83358b7ab9f9f452185ce9fa1b747f1971b7b700124a01c1e1d8c59a04da4a7","0-42938cc5ec151baa6b3b3f5e1a8953ce232bc2caa9f3c475052ca0183e453f18","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101213F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.603","4.554","17.815","2.658","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","e91eae7ca77eb06eb638083ebc0c9b02b3f92cb91ae03ee15413eaf2315ad3e9","0-2051fa37b9e66760d62642bbd3482952d38c2357a6fb13ed15508f0670510285","0-6d9bc0a2410e74c4f34d975f9bb43a50be491f96ec04aa161f6e6b5ee0db0627","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101122F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.875","4.875","2","2","","","0","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","9e222425021e284a2c2351b209507446facf5fb5d5bc2d201aa509e1fa4f8f85","0-7353c11fd7fd9824fdc321157886901f75f44b3b584251bf9f3e22acd3266dcd","0-6a4f25b8714e8d17c6552fbc72c5077be99c1228d5897c98b28e8eefc24eddc7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0604933F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367.596","178.991","1075.665","172.902","161.199","161.199","132.926","60.016","2.035","0","0","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","155b34156f6c3a572943ba868cf06e3cb681da6f8474e9e007872b1472ab6628","0-cf7e07b3a593b6edf8873a86dbc5f3dc1f0579e0ba3af7194b0a6cd1690de0b4","0-c1bd118f7572020aae97f269ff263a7f8fab4e7404bdd79ba0ef9b5648eefd5a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
