Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","","9.4","","","","","9.4","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","46eabe1aa006b991fd560c31558832308b53ee837535848f9be889394c30f590","0-f8f1b641d4efd298c0bfb5be08474ccf91b0e45b7bafb86b1ec94c9213c7926d","12-96c8713970c76a250a22c2261882fe8717902f901e318b88727934ddbc1cf8b1","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","0","","1.125","1.125","0.207","0.023","0.259","0.375","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","46eabe1aa006b991fd560c31558832308b53ee837535848f9be889394c30f590","0-906f47eb3ae4a8f829472e4cfbfd9f053bd60456a462718d7ca55cbd8bef8207","13-a2613f2d1f79f2ac4fd1b40f4823b8d370bcedc4139e8a7076f0f4192323995e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","1.943","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","46eabe1aa006b991fd560c31558832308b53ee837535848f9be889394c30f590","1-6b9467954f3db7cca116b0965b8cb8582c2cc4625f1a328f4425b95bf9088d88","13-a2613f2d1f79f2ac4fd1b40f4823b8d370bcedc4139e8a7076f0f4192323995e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","5.029","28.735","29.103","36.303","29.861","31.043","0.987","1.005","7.2","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","8dc640dcbe87c7c0e3ebcfc08024eba53f6f7cc2b992b4556709ebea4ae250f3","0-86e32375eb6f7dbb946f898f35c15b2a66c6f8c318cc5b7f3ae97eb2eb1ecefa","0-ff41602e3f9cccd77f3898abd990540f11fc738fee46b6387c2958ffb3c2f820","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","15.122","13.386","35.386","13.621","13.865","14.142","14.399","22","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","8dc640dcbe87c7c0e3ebcfc08024eba53f6f7cc2b992b4556709ebea4ae250f3","0-0a0737bbbecd6a1ab824e23b8c25bcc3bf0fd9b7b5dec5dee34d4a082b2126ef","1-4312ae9f9d4f95c28bbff40f256fe681dfa256e6498e53ed75e025c789cf200f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","7.5","","19.373","33.504","64.826","22.392","3.967","3.967","14.131","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","8dc640dcbe87c7c0e3ebcfc08024eba53f6f7cc2b992b4556709ebea4ae250f3","0-2a5dfd3dd1b074f91917bb1fb219d5a1a2c5a85fe1cbe8282bbff9ef66505fff","2-6ac5d01fa66edda1c6a543c950e8ff03bb24afc698bafd76d61dda44af0cff15","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","10.381","","10.4","","","","","10.4","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","8dc640dcbe87c7c0e3ebcfc08024eba53f6f7cc2b992b4556709ebea4ae250f3","0-3d84c3d1a7ceda554d73325384bf84313db85bef61b56ad33dc008f4725ac49c","3-16fa8eb427dcb0969fa61ef9a41f357a74cc977d933a5d3a4bd3146f1a2155c2","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","129.496","229.764","199.627","199.627","200.425","296.936","92.559","94.244","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-22db5db7aff5cd36a911aeac43f1504e1a50a497038bb9e1a6b3b645b27370de","0-1283c07e0c5bf34f0ee060972568e3fa05ffb14cdd94a52ad0bbcde93b8f8f36","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","3.765","50.477","37.34","37.34","44.357","70.627","74.483","75.842","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-be14fad6f30ec5d8d609f7be2d2cfcd17bd17efee7ec7884ce971c265731908d","1-e7ddb00a407614e23773c1401de637a35cf907ade3cda0113d8a110691bbc4a3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","1.859","6.475","35.048","35.048","65.036","33.623","43.379","29.815","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-e4056cfa1e13cea603b286ffdbd15e1ca592a6a19414ae379b519f51087a6b95","2-6e1d21910c7af059da0891386d20dc7f6c8c0c6fb4d5dfadaea9a9e6007859f3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","21.743","21.743","24.564","28.133","28.985","3.982","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","1-068f77be8bd3c923ed2d24a6ac612f330e62f06441f04b308ab9776b88cf19a5","2-6e1d21910c7af059da0891386d20dc7f6c8c0c6fb4d5dfadaea9a9e6007859f3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","55.133","61.889","61.889","34.533","121.077","35.615","20.918","0","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-53af0c85c4887b9a8064c91f7c08441c048558289bb0e3c889c01db09fcc3b2b","3-9d9e47cbadb26623d993e8958b9cf97739c5b1440b6b565abd98b23bfd4a2712","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","0","16.723","55.454","55.454","3.941","20.35","36.809","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-b6b6a6831d0b7e86dd720aa4e7057ee59011775bf394da5f462c3a82356c427e","4-1ea22c1088517204bc571dd8a99dfa69562f175ca8f4e100ac5ef5c3f0e32e2f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","35.07","35.07","19.74","20.19","6.1","3.769","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","1-daacdbf5e292657162979b372c889b04fc524a756d81f41f436cff6d412ebb67","4-1ea22c1088517204bc571dd8a99dfa69562f175ca8f4e100ac5ef5c3f0e32e2f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","9.54","9.54","12.995","0.548","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-2c1752e6e1d7e9425f365cee0a79654d216122d8c4ab63fa0a9256487728f651","5-ec03917704da40cf9698e2faf61d16433c5d35227f28da538dcbcb8bb2c78f72","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","","","15.55","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","1-08f9fb9566ce1e6eea8f0801470c03d1e73e54dbca59dfa3b1c6aacb670c66ef","5-ec03917704da40cf9698e2faf61d16433c5d35227f28da538dcbcb8bb2c78f72","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","7.976","15.725","15.725","4.47","0.52","0","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-e3b4efc05500b40729385a964dbb04504e354d1a6dc01d7fbcde8707c56c3e7b","6-314bf77b03554da321669ab244b4057110fc0a7818a2936306573bfcbedb053c","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","7.43","8.7","8.7","13.45","30.537","18.74","4.333","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-9e9e7629edaf3995f65529526906da441e71a518459d5a7ba03999f0da461d6b","7-40447b078671fd30e06cd9dd6618728ce754613f01ad1a17b937e9277b681cb9","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","12.66","12.66","12.83","15.581","23.092","2.315","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","1-df7cfa42aa5fc0b54af370faebc2ed7f17e0c5382cbceea56879f050d4f649f5","7-40447b078671fd30e06cd9dd6618728ce754613f01ad1a17b937e9277b681cb9","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","13.823","19.04","19.04","27.844","36.018","40.259","19.962","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-5ec0065dc4f12f6287c76962d7fb0528a4729de997f668429a601cba7237a8c7","8-fefe831491648ba724475013280f12c9780c0eca46145b48248240bb3f585afc","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","4.023","4.4","4.4","17.148","20.784","16.852","17.806","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-70b3e9ed85d32a17d49f1475f500f343f4b1505003fec26d681a144bfe6fc519","9-a703ea668acd9200166ea4737e10e0a6ec8bdc84eb3929626de886fd254a037d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","3","1.5","1.5","7.352","10.736","15.248","14.872","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","1-bb7489e134cb71f6bdc838e6aa760034f9ed29987ef266a0aed686347ba891c5","9-a703ea668acd9200166ea4737e10e0a6ec8bdc84eb3929626de886fd254a037d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","1.19","19.007","19.007","12.625","24.012","4.967","5.056","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","574cc0347076e8273a610bb5432671cd604cb12073fad2a478357a3fe19b0a86","0-d04b90b44bc627643a4c1994a59a73542af5cb65a7baf8cba8663154465f1f29","10-18feea9f9d904afac48d1f319f0cdf93e067167d6262e9b874efab16105df333","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","3.517","17.727","34.3","34.3","51.039","90.654","95.358","108.424","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","0-1504b538f027bdfa5ba4fc766aa1ad9560f2bea4e8d518729e0b5a5d4f987001","0-98d09fcbb17a49915c202218b90143f77233dfda46efe6e990afadee937419c3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","0.4","2.376","2.376","5.503","8.255","10.182","7.485","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","1-321aff0b4b1b57285622990d69d886295b099b13bdf2f408e2bd0b6ca52781e2","0-98d09fcbb17a49915c202218b90143f77233dfda46efe6e990afadee937419c3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","18.807","7.207","7.207","65.693","18.648","41.571","48.169","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","0-756baa68db76e4d62883f48d570d3b60bf9e57c3bf8eb6765c5008e5a7c9d00f","1-f08a1cdec37bb4833660f640cf4a87834ddfa91b6692d8b0873a4f667e20dc07","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","27.109","13.761","13.761","29.156","50.293","5.738","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","1-a520aeab6578d563e30b281c273c32cf69c3711dd656bafaeba089474fbd6151","1-f08a1cdec37bb4833660f640cf4a87834ddfa91b6692d8b0873a4f667e20dc07","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","15.445","14.06","14.06","22.789","11.427","5.543","1.647","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","0-8098189e2f2bbc4fdf3b4622266a375878d01b0c5a82f0b6873a2960d5fb4c0b","2-36cb32cda4095ac9254d6ecee41f7f7dc9ffa8e723e7ba5947b4f8ee4c4658b6","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","0","","","6.946","10.509","5.31","0.953","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","1-d4b8370e4a633c39d44b4b2aa5cc496f4111c442f091b20d96e144429d4ba71d","2-36cb32cda4095ac9254d6ecee41f7f7dc9ffa8e723e7ba5947b4f8ee4c4658b6","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","9.009","31.601","31.601","21.579","36.532","12.524","3.302","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","0-c457d949ce3daf9a36cd50aeab55a17c8cd0f1a3cf5b9321bbfbcae81d69b587","3-4db6c1d2a6851d51c10a834c24d0b9effa69d816073100c86c64a65d50e5c6cf","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","3.824","3.824","4.256","","","9.45","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","1-27c5b86c4f27cf3b6be7932bc473b3cd574be35a79df949f84d924c69990a108","3-4db6c1d2a6851d51c10a834c24d0b9effa69d816073100c86c64a65d50e5c6cf","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","","","0.956","0.956","3.04","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","2-9437a6e94df82d78c5bd2b5a9b9f43194404d5cc56b088b6e78e365979215991","3-4db6c1d2a6851d51c10a834c24d0b9effa69d816073100c86c64a65d50e5c6cf","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","14.075","86.797","163.262","163.262","1.469","15.871","0","0","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","0-581a717f4203e788a584280318a1f5dbd2057cf4ab21486dfa0254f13a77c237","4-7eae6744c42ebd00fe68f5ae2ac9e1f63a74cbaba0784f6356b3046897597c91","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","11.148","33.626","33.626","0","39.317","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","1-897004e093de55b2c49f04121149eac2a471c42f94344e587301622d014154bb","4-7eae6744c42ebd00fe68f5ae2ac9e1f63a74cbaba0784f6356b3046897597c91","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","3.969","3.969","1.372","1.396","1.424","1.445","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","0-6950f97fbdd0190b25b996e0b2c779a19388c856d1500e4a534d162fc7f8d252","5-b0e088db156534336f58ddb725c44291405ff193a28af3f0d4ecb50d3feda341","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","1.702","1.702","0.588","0.598","0.61","0.626","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","c652acb07d0569f0ac31604861d4309f81510de401d0feccceb22db4d4371c50","1-e89f3e529f8727eca475489bfb2a0abb2b763e1b0adcd35bdb7af7e0af2c0b5f","5-b0e088db156534336f58ddb725c44291405ff193a28af3f0d4ecb50d3feda341","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","0.069","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","d0fa1758fb4417fe66f880f2c9c9b0aba7a046e688758b9497f1f405f4914dd3","0-4f48f2d9a08aa32c3c7e0a60d37027c35b57ab4666f887ecc1119aa86a348b2d","0-7255ab850d4a0602571b7e005e6204a168158fd5a0e5af0a2f0999f32fd9db88","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","1.062","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","d0fa1758fb4417fe66f880f2c9c9b0aba7a046e688758b9497f1f405f4914dd3","1-0023181c940e1b2c3831e2dea4afef38ff0417ef36f507f89662a201380b529a","0-7255ab850d4a0602571b7e005e6204a168158fd5a0e5af0a2f0999f32fd9db88","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","0.033","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","d0fa1758fb4417fe66f880f2c9c9b0aba7a046e688758b9497f1f405f4914dd3","0-aa926ec41d69ad7f41ab3a802e9063cc255039d92fda152cb62f33782edf3771","1-75edd7439337dd13f78578b67a0e53e0f1d57b0ef675d635d81aade915034bc8","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","2.844","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","d0fa1758fb4417fe66f880f2c9c9b0aba7a046e688758b9497f1f405f4914dd3","1-f44f87992a32f7012def3c00832608b7708ea0c8e6d89b9a834c11abf5525954","1-75edd7439337dd13f78578b67a0e53e0f1d57b0ef675d635d81aade915034bc8","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","102.099","114.762","94.412","94.412","65.403","65.505","34.018","77.935","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","d0fa1758fb4417fe66f880f2c9c9b0aba7a046e688758b9497f1f405f4914dd3","0-e964351cf79b501c9ec0c1a83ad0a9592212bfee12908a72a7b8e9a25f3cdcef","2-8623f1bf1ad4b3e87f43cf044ade3261338244b4a0051ceb2351db913511b0bd","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","16.456","18.86","10.733","10.733","7.743","6.573","3.927","9.238","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","d0fa1758fb4417fe66f880f2c9c9b0aba7a046e688758b9497f1f405f4914dd3","1-d74aeb27003d2481456336d8d7abaece203fbb00e1a8f644ecda96b0cf6ee3fb","2-8623f1bf1ad4b3e87f43cf044ade3261338244b4a0051ceb2351db913511b0bd","root.record.ItemExhibitList.P3AModificationItemGroup"
