FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencySuffix_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,OCO_val,@PARENTROWID,@PARENT
"2012","","CECOM, APG","2013-03","2013-12","301","166.000","false","SS","FFP","Army","301","0","","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","0-0ce3ae8d5cba83e1c8fe811f5de8385f2334b9fc6af60409304b232a20194072","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AMCOM Contracting Command, RSA","2013-10","2014-07","301","139.000","false","SS","FFP","Army","301","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","1-1d08a85d482d886be7fe88682a5ddfe1618e099fb65ee7edb6ed6faba2d8649d","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AMCOM Contracting Command, RSA","2014-06","2015-03","162","183.000","","SS","FFP","Army","162","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","2-58d69d986855883825811536876af254a9341cd672134f23edb337efb5623145","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","PEO EIS,  Ft. Belvoir, VA","2017-10","2018-07","1","1629","false","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","1-ad76dec1f2e0c52d9e95d4438cec8423f3265247589b50e3e4bd3a9a35c6bad6","","RO","","","","0-336cd5b698c7dadad07d0400dd1cc2f01a7c9262a96351266016838a9d3f9de5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b0ae57b56222cb80b515622e835e990f4de01f0bba897023f6aa38870c1742d2","0-3d7f38b1a1b4fa0afad6001c0afe2b8f8d762b57810f1a20cecac7f2c2b948c5","2016-10","","","","","0-60bbd4a44c8426c8f537bd4da5783c07904fb7a86f14f5a6fd7337e43a76e43d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.390","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b0ae57b56222cb80b515622e835e990f4de01f0bba897023f6aa38870c1742d2","0-a362027a569ba13a5c8a9f5c9a4b7d1350009751da828d5cdb963b7c4ca6cb87","2017-01","","","","","0-d4eb83283dafe72b992c29e1007283fadd89ef0f8443e9602b02a20c65684cbe","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.035","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b0ae57b56222cb80b515622e835e990f4de01f0bba897023f6aa38870c1742d2","0-812ee1695fac86e77b6d49f1b2f56e5182d05e615d6ee703bb42406af9d62e2b","2017-01","","","","","0-8ca83cf1a4b2e92c2980ea6e072c10c75c2ec1b78a1ef0d60ad5ac87b706a863","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b0ae57b56222cb80b515622e835e990f4de01f0bba897023f6aa38870c1742d2","1-cb9225099f4b32786cc52fad7140ff3a747de412ede5202c3eaba328594978a4","2018-01","","","","","0-8ca83cf1a4b2e92c2980ea6e072c10c75c2ec1b78a1ef0d60ad5ac87b706a863","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b0ae57b56222cb80b515622e835e990f4de01f0bba897023f6aa38870c1742d2","0-d7b0333540c7abf5badf802a8d80a05e4f8f32a22fb0c403ac18f9c115cbd198","2018-01","","","","","0-a4b8fbc3fc696c919fc7bcb1892a02a654b8ebcc9dee866ea22aa6b92907b1b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b0ae57b56222cb80b515622e835e990f4de01f0bba897023f6aa38870c1742d2","1-ae12d8d47827de4eeac7d1d4074440b19d695bfbea59e0e17d77be2c4af5bc3a","2017-01","","","","","0-a4b8fbc3fc696c919fc7bcb1892a02a654b8ebcc9dee866ea22aa6b92907b1b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","DISA","2018-05","2018-07","1.000","4.806","false","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b9a69a5b15b541122687082e1889f3962c4fbec58d2048d60ba6766b783afda9","0-061b5754d7efacc430acdab30ca0ef74fb533adf75cdc22645791af273d6f7b9","","MIPR","","","","0-89a036a029cd133b0e4a1eaee3ecc44718ad6504f0ee1cf598bfc1e931346a17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","DISA","2019-05","2019-07","1.000","4.621","false","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b9a69a5b15b541122687082e1889f3962c4fbec58d2048d60ba6766b783afda9","1-cec939bed1ea8e831c1a94dd4ffadd6185282d7a3a8d0e084840cae4a2007463","","MIPR","","","","0-89a036a029cd133b0e4a1eaee3ecc44718ad6504f0ee1cf598bfc1e931346a17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","88738f60287a94edaac6a41a70ac01d120921c54882c29209a5cf143f4885870","0-5ed52d15c149c6ad77f8d4ce5b6468b58a7a322ca2ff6da8d880a9c7d2867158","2016-10","","","","","0-b1a557baf4d76dc3393858701844003307dbaffe754dbce68ae5f0058cb8fd7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.390","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","88738f60287a94edaac6a41a70ac01d120921c54882c29209a5cf143f4885870","0-1a3a0baa056e1abcf154edc30660e1ecf9b12a19640e6373cb5bbc3ee4a1cc04","2017-01","","","","","0-c928e290a9656f79c817d4ff4d990ac5a25f07eacc4db16a3b4de6ef95a70fed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.035","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","88738f60287a94edaac6a41a70ac01d120921c54882c29209a5cf143f4885870","0-356bf62c7efa8064054cc0b604a6be88f3c1a6c2c91793c43b087ff54c5fa690","2017-01","","","","","0-3b11794e74cf4110f09806534d6a5cb37147179f7ef06f05d6c5a0c0650abebf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","88738f60287a94edaac6a41a70ac01d120921c54882c29209a5cf143f4885870","1-271bf2a29ce6a539649eae2a7405fe16e4e5df66fd9d602502bd45e440b42683","2018-01","","","","","0-3b11794e74cf4110f09806534d6a5cb37147179f7ef06f05d6c5a0c0650abebf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","88738f60287a94edaac6a41a70ac01d120921c54882c29209a5cf143f4885870","0-c4e6ccbaa5c6bc1dae63f78bc966db16989c29bbf929cd040cbed4fcc4cc63a2","2018-01","","","","","0-704b10ea094e72276038eab90bd48056e5b519fb950093f3c44409c2071dc499","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","88738f60287a94edaac6a41a70ac01d120921c54882c29209a5cf143f4885870","1-b1ca6dd9f761b9c6d39a7ba52bd13ecaa36a59a0d5fcd0cb493e194744f4bbcd","2017-01","","","","","0-704b10ea094e72276038eab90bd48056e5b519fb950093f3c44409c2071dc499","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","DISA","2018-05","2018-07","1.000","4.806","false","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","e449a92c82ce190ecf8b05ace2510bd56fdb71d43fbbb50be9eb7f55552e0aa9","0-fce189b49b5b53408f8ade91509ed2c6290b1d18ca505a652c14e29b580e193e","","MIPR","","","","0-2575d38a7717c2743e6cf1fd641f6a89dc1ff07f4db98404b902dd4e29b3245e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","DISA","2019-05","2019-07","1.000","4.621","false","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","e449a92c82ce190ecf8b05ace2510bd56fdb71d43fbbb50be9eb7f55552e0aa9","1-a0ace13e2b32dce8aff91d2afc13d8ace54ef8a06c5771ee787e2a52323915b0","","MIPR","","","","0-2575d38a7717c2743e6cf1fd641f6a89dc1ff07f4db98404b902dd4e29b3245e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","0219f8974db499279a367eff37337592089e34703321429f9769e373cd676ae8","0-603b7d7ec20cca2e5fa98b5b1aaf1dbed42efde443888fd6f646f33050eff29f","2016-10","","","","","0-0f687e0e6768899829a978f6a8ff1875bf5365fb4e324acd13861ef064214ac6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.390","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","0219f8974db499279a367eff37337592089e34703321429f9769e373cd676ae8","0-99ed6443ed5531447b9fc43734e8c8c87d49398b7e58860aeb6f750f1f5c8549","2017-01","","","","","0-e8bec727fdf809aebe8bb9025f4404811013a5b1c37d165c315c83d84cd76f2d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.035","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","0219f8974db499279a367eff37337592089e34703321429f9769e373cd676ae8","0-7d4ef8b73789af91f8503571fcdf942efc3fffd0768d2781f4a1965836912ceb","2017-01","","","","","0-59cb98c3ba9074804eeaedef2238940c57d838a570ab2564bc299e03eb31e32d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","0219f8974db499279a367eff37337592089e34703321429f9769e373cd676ae8","1-c7c1013bc7d5567d5bc85f5cec4192e6439b431a54b12abc88cd57dc160e288c","2018-01","","","","","0-59cb98c3ba9074804eeaedef2238940c57d838a570ab2564bc299e03eb31e32d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","0219f8974db499279a367eff37337592089e34703321429f9769e373cd676ae8","0-0f78414e2e1ad6cd8d29b7818bc5b7eb545d38b8b7e74063c86bcc170571cfe9","2018-01","","","","","0-6f14c7d6afd31e1e653e9b29d52ca203e08539096aa45f0435beffa641691853","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","0219f8974db499279a367eff37337592089e34703321429f9769e373cd676ae8","1-c3a242d728866f2a739d9487c15f63a343f99deedbc2f8254a5c752268f52250","2017-01","","","","","0-6f14c7d6afd31e1e653e9b29d52ca203e08539096aa45f0435beffa641691853","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","DISA","2018-05","2018-07","1.000","4.806","false","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","b67a29620149b9e3a87c8d40f7dcd99eb53b2c64d55697092eb36d09502a84a1","0-89e1f402615cc6ba6d2edbaaeecc40b62b587425085fed7cc87d50173517799c","","MIPR","","","","0-1b170838f69468786d135068a8da1e244f3a3fbeb05ab2faeed9f72dcd7f1a63","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","DISA","2019-05","2019-07","1.000","4.621","false","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","b67a29620149b9e3a87c8d40f7dcd99eb53b2c64d55697092eb36d09502a84a1","1-916cf3adc1c49c7ef6f59d04a1c9ccf84a81333a087ce252e58bad8926e03085","","MIPR","","","","0-1b170838f69468786d135068a8da1e244f3a3fbeb05ab2faeed9f72dcd7f1a63","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","ARMY/ACC","2019-01","2021-01","14200","0.001","true","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AMMUNITION-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","a84e79a8c90fd076bc507715c928c0e4e428efab1b074271d195db5bb8e71924","0-93b5421a9010a99228bd0434c42ccb2f6274df949557b70c3dd092303ad0cd42","2018-08","MIPR","","","","0-0ed2d524930e16b6adc896c62ba8d398ced057f753620f64946b293670480dd5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","ARMY/ACC","2019-01","2021-01","36572","0.001","true","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AMMUNITION-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","a84e79a8c90fd076bc507715c928c0e4e428efab1b074271d195db5bb8e71924","1-bb7d9779bfd2f6deec96fe652755093fd8ee2f4cbf93327fc70e57e1562101d1","","MIPR","","","","0-0ed2d524930e16b6adc896c62ba8d398ced057f753620f64946b293670480dd5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","ARMY/ACC","2019-01","2021-01","14200","0.001","true","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4390006b26c79acf3d11f40cd2e9ca1426e65694a2b0a88e1b33be9f4a878c17","0-517913519743debd1b91e72e94715de390a228486b4ca581779470dd8ca9d2ff","2018-08","MIPR","","","","0-aecf61ef61cd77195930f5b7faeabf9823ba32386bbc72dc3e460bf64fe89b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","ARMY/ACC","2019-01","2021-01","36572","0.001","true","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4390006b26c79acf3d11f40cd2e9ca1426e65694a2b0a88e1b33be9f4a878c17","1-d19bb1f7d6572e2aae38b1e817ff56c52560961e44555f1a876f11ef4f6fa68b","","MIPR","","","","0-aecf61ef61cd77195930f5b7faeabf9823ba32386bbc72dc3e460bf64fe89b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","PEO EIS, Ft. Belvoir, VA","2017-10","2018-09","1","1380","false","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-185e359fb98bc51d2954ce01a4f92d7411f8d0d6c5e06081e3deddc24f197f74","","RO","","","","0-170fa34ce9272ced5df3bd0dfbadfffa423f65f405c51591aa68ace54a9580ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","TBD","2016-03","2016-05","1","7438","false","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","d5240ff4c7e79de7e15416cf9377c2be2f6ae02e5a70527e4c772787a856bd28","0-d47820ac73ef85a7bfd678443d38be47a51a34a600400fc8e16a8013af7a65ce","","MIPR","","","","0-b9de345d69288b86b7a32ae6b57095fee70fdbfdb412848762eca25494a233cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.xml","77c4f8798d6338d86857242de51b5f92a6b42af9e8764f3e711a4c910bc8d34e","0-3cb4d63ff2dd405367c48e1ab823a8c386f743129c3d66b1e28670cf16393457","2018-01","","","","","0-5a469c69156cdc787a3a3f1d748a64097889b1338b4c291bb30e549feb06b1f1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.xml","77c4f8798d6338d86857242de51b5f92a6b42af9e8764f3e711a4c910bc8d34e","0-365550fccfab67a50d6f74efc31c02df2d9dd11ba069fc7135084d31d4f9ec6e","2018-01","","","","","0-89c969506441821647554b164abc1e460a0b947a3b822764378b8ae0b736ce48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","DISA","2018-05","2018-07","1.000","4.806","false","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.xml","05778d6b8fec6720d51ae8ff2715d51b405966a2797b86495a9cd49556847422","0-0298c17ed694816616954f364aff7657f932e7032dcfb0d9b222413f495ab669","","MIPR","","","","0-9d225c1bd3d91404f9e0e9fa931a25a3d9b1b15377c0f305ce82d2d57bd23f69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","DISA","2019-05","2019-07","1.000","4.621","false","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2020.xml","05778d6b8fec6720d51ae8ff2715d51b405966a2797b86495a9cd49556847422","1-72ea055309d2f7122ad7f2ffae67f23f23843ba4ba9cff8ade6b3984cc40e521","","MIPR","","","","0-9d225c1bd3d91404f9e0e9fa931a25a3d9b1b15377c0f305ce82d2d57bd23f69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
