Name_val,Name_@footnote,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"1.1.37) ECP-6428 Removal of Vertical Tail Drain Common to Fuel Vent Tank - NonOrganic","All kits were provided by OEM as in warranty.  In FY18 procurement of 200 on-condition fittings ($143K) via FRCSE Manufacturing.","435","","","","","","","","","","","435","0","0.143","","","","","0.143","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","28-a5b804414eba4440e8561726bf42ece754656c5e9cdf9fe311b0d9db37121986","0-3b163629c34efd1d84e4d1bada934ef36f44eb127d5d25c74c1a39b0463bfde7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.65) Fatigue Test (FT) 50 (Structures) Prior Year ECPs - NonOrganic","This cost element includes the following ECPs related to Fatigue Test (FT) 50 for Structures:  ECP-6183R1 FT50 Failure of Upper Wing Skin Splice Plate;   ECP-6239R1 FT50 18K Fuselage Outboard Formal @Y679 Failure;   ECP-6247R1 FT50 18K Y520 Former Cracks at Lower Drop Link;   ECP-6266 FT50 18K Y555.5 and Y568 Former Cracks at Keel Longeron Life Limit;   ECP-6303R1 FT50 18K Y577 Former Redesign;   ECP-6304R1 FT50 18K Web and Wing Drag Longeron Redesign;   ECP-6306R1 FT50 18K Y618 Inboard Former (74A342314) Redesign;   ECP-6326 FT50 Fuel Barrier Web at Y510;   ECP-6408C1 F/A-18 E/F FT50 Y233 Bulkhead Z90 Floor Attachment Retrofit;   ECP-6411 F/A-18 E/F FT50 Inner-Wing Upper Splice Fitting @ Aft Fastner Skin on","3801","","","","","","","","","","","3801","13.104","","","","","","13.104","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","29-4585d0815f98fca15c5a17eda5050c726c34a0c6893adc3834ae19d1b5958e9f","0-3b163629c34efd1d84e4d1bada934ef36f44eb127d5d25c74c1a39b0463bfde7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.66) Fatigue Test (FT) 76/77/78 (Wing) Prior Year ECPs - NonOrganic","This cost element includes the following ECPs related to Fatigue Tests (FTs) 76/77/78 for Wings:   ECP-6243 FT76 Jackpoint Support Fitting Life Limit;   ECP-6275C1 FT77 Wing Inboard Closure Rib Life Limit;   ECP-6282 FT50/FT77 Post CRI Inner Wing Retrofit;   ECP-6285C1: FT77 Lower Wing Skin Splice Fitting Life Limit;   ECP-6292 FT76 Avionics Bay 3 & 4 Door Hinges;  ECP-6295 FT77 Wing Spar 6 Life Limit;   ECP-6309 FT77 Retrofit ECP for the Outer Wing;   ECP-6341 FT77/78 Aileron Retrofit","838","","","","","","","","","","","838","31.675","","","","","","31.675","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","30-a93612c81f9fccd2b7a3732232257d6761dbdf6cfdf8d1a40061eff93c3871f6","0-3b163629c34efd1d84e4d1bada934ef36f44eb127d5d25c74c1a39b0463bfde7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.67) Main Landing Gear (MLG) Prior Year ECPs - NonOrganic","This cost element includes the following ECPs related to the Main Landing Gear (MLG):   ECP-6104 MLG Door Bushing Migration ECP-6194 MLG Trunnion Bearing Loose Retention Nut ECP-6196C1 MLG R/H Upper Planing Link Attach Fitting Failure","200","","","","","","","","","","","200","0.606","","","","","","0.606","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","31-648ee598ea9d30f7012f25ec991af9f06f3bdb9602715f2283e71f81d077e48a","0-3b163629c34efd1d84e4d1bada934ef36f44eb127d5d25c74c1a39b0463bfde7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.5) ECP 615 GGU-12/A Catalyst Sieve Bed Sets - Organic","","785","","","","","","","","","","","785","3.904","","","","","","3.904","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-389a3014abc54e520e59827c686eed7e6986a28796cff68f10b1e875834ee8c2","1-55a2d0a53e8c0883b148f4c9fe455a6d1b86617c31a876c36ba6113f104fdc3a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.13) ECP-6213R2 / TEF Redesign - Organic","","194","","48","14","14","","18","62","60","58","92","546","165.678","","45.822","13.116","13.116","","522.531","17.786","62.355","61.42","60.336","96.018","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-b68b52769c624ab3230207a6417058f9e44ceb775e814e94727ecac4afc9e11f","2-ddec2084a19d4c1c1e0d6cca6be4c697e2a7446c6b0d709a3b3c71dbff1536bd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.16) ECP-6227C2/C3 Inlet Nacelle Bleed Plate Crack - NonOrganic","","220","","77","","","","","","","","","297","3.936","","1.197","","","","5.133","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-1828998d5498ece3410eef754e485b0957f19a77a1ec4bdc10fa698f40177c61","3-3deffbdf3aeccb48b85b35e616b8734a55ddc4bd04af995ee60b327ae82e1004","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.18) ECP-6234C1 Horizontal Stabilator/Fuselage Rubbing - NonOrganic","","35","","","30","30","","30","30","30","30","73","258","0.323","","","0.303","0.303","","2.684","0.308","0.314","0.319","0.325","0.792","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-3a4de17fed4c2c86b59df8d2407a320952f09ea3ee3d063f78f20217b7c72512","4-ddc6af6dcb849b7a8b2d53c1b9135dc4fa237a46ad05307e3ac029598d20222c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.32) ECP-6394R1: F/A-18E/F Horizontal Stab Gang Channel Corrosion-AYC-1682 - NonOrganic","ECP-6394R1 AYC-1682 is a drain hole, and there is no cost for kits.","73","72","60","60","60","","14","14","","","","293","0","0","0","0","0","","0","0","0","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-7fef2ba74aa7faf2640556ffbc5520ac75bff34920909e43ddfd886979372ccc","5-a223d1454d059b9c47a9ce7aa20d090f14281ff6dfcd1737ba286f40dfb68f37","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.33) ECP-6394R1  Horizontal Stabilator Gang Channel Corrosion - AYC-1717 - NonOrganic","","95","","","33","33","","33","33","33","33","171","431","0.687","","","0.278","0.278","","3.67","0.283","0.288","0.293","0.299","1.542","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-2e01c156e817e2f02262919c53efb09fdc789d1d6dcde92896ce938bccf9d582","6-42653b3eeb74f9ff380ace0bec6a5bc98cd5a2e944702294d2631b3e8fa6563d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.34) ECP-6392C1 F/A-18E/F & EA-18G Alternate Angle-of-Attack Transmitter - Organic","","","180","120","120","120","","120","112","","","","652","","8.322","5.648","5.75","5.75","","31.134","5.853","5.561","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-f9062b7e743cb4424e939931e2f331894c3d57a572c21eed97a12742d9387750","7-20f8917763f119b26e7696b30907668ca65998049d9ac9268d434aae3cfe50e3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.36) ECP 6417C1 - Cabin Diverter Valve Redesign - Organic","","2","","","","","","","","","","","2","0.147","","","","","","0.147","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-9af0cd843e01a131d876bb8ca9e6628d6a73f6bf36e5db3c9ab3728c6385ebb9","8-902530e6482954e914b87466153849b0fcf23dd877a1f926fbeb5e2ba324ab20","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.38) ECP-6430 Enhancement of the Aft Pivot Support Fitting - NonOrganic","","432","","","","","","","","108","107","","647","3.834","","","","","","6.206","","","1.183","1.189","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-d8ca4da927961faf26ec9ca91b4263a6fd72ec60baf88efe9ef0844f2d11a420","9-63cdd86aaf61dcbcac64457bc08a865c8d6aedc000c313b870df49e46e8ccaf9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.39) ECP-XX12 FT50 Teardown Bulkhead Cracking - NonOrganic","","","","","72","72","","72","72","72","37","","325","","","","0.996","0.996","","4.643","1.014","1.032","1.051","0.55","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-d65409517789a0b2ca46802ea95ea7544d4431daa8bfcd83c7d9de08cd8f4eae","10-526d50707728c158625ffe8ae7d2e9e10f56ef3724f13846d5accb4a1769a2f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.40) ECP-XX33 / Hydraulics Components Improvement - NonOrganic","","","","","72","72","","72","72","11","","","227","","","","0.07","0.07","","0.226","0.072","0.073","0.011","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","1-cca94eb54907931723856fb6b754c46be734b9ec0680eca7082110513b68558a","10-526d50707728c158625ffe8ae7d2e9e10f56ef3724f13846d5accb4a1769a2f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.41) ECP-XX45 / FT50 Structural Related Issues - NonOrganic","","","","","72","72","","72","72","72","37","","325","","","","6.376","6.376","","29.721","6.491","6.608","6.727","3.519","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","2-df7548b36307f104b6295113d13fe31b7fd23728f28554c3b5177c02300746d7","10-526d50707728c158625ffe8ae7d2e9e10f56ef3724f13846d5accb4a1769a2f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.42) ECP-XX47 Flight Control Surfaces Failures - NonOrganic","","","","","72","72","","72","72","72","37","","325","","","","4.506","4.506","","21.002","4.587","4.669","4.753","2.487","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","3-883625f5b6203e0dab94c727dedbfa794977a6de23ba2ef06978a56dd8754092","10-526d50707728c158625ffe8ae7d2e9e10f56ef3724f13846d5accb4a1769a2f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.43) ECP-XX48 / Fuel Tank Wiring Retrofit Improvements - NonOrganic","","","","","72","72","","72","72","72","72","109","469","","","","0.451","0.451","","3.084","0.459","0.467","0.476","0.484","0.747","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","4-ca98b76723fa840f7efd01f9f57b623b4e677c1bb264d964f4db4f6f6e085aea","10-526d50707728c158625ffe8ae7d2e9e10f56ef3724f13846d5accb4a1769a2f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.48) ECP-XX55: F/A-18 OBOGS Catalyst Integration Modline - NonOrganic","","","","","72","72","","72","72","72","72","140","500","","","","0.085","0.085","","0.622","0.087","0.088","0.09","0.091","0.181","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","5-3a9d1bba56087e6da4a884138fa4fd444a09d62117ee21a230f7f96d3f809675","10-526d50707728c158625ffe8ae7d2e9e10f56ef3724f13846d5accb4a1769a2f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.44) ECP-XX50: F/A-18E/F Fuel Related Upgrade Issues - Organic","","","","","100","100","","100","100","100","100","","500","","","","0.627","0.627","","3.248","0.638","0.649","0.661","0.673","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-b638ca16fc8c57c67eea2b3215ab841af571c23943c98c3d8cb1b850e5cc6025","11-113bab01b9104b89a42a98bade4e572135a02f4369a17ddfa997b659abf18852","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.45) ECP-XX51 / F/A-18E/F ECS Subsystem Upgrade Issues - NonOrganic","","","","","72","72","","72","72","72","72","140","500","","","","0.51","0.51","","3.728","0.519","0.529","0.538","0.548","1.084","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-21d51b4b2e6b7305824874aae2bcbb663d6f3e4fb2caa33a91029aeb0367ef7e","12-59900a0276e154f66f824fb29be27baaa3340734a2193b7a45fe490e34bb5670","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.46) ECP-XX52 / F/A-18E/F Subsystem Retrofit Upgrade Issues - NonOrganic","","","","","72","72","","72","72","72","72","140","500","","","","0.638","0.638","","4.662","0.649","0.661","0.673","0.685","1.356","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","1-a1c93ede32fa892cbf2b4666719e77c78f0785f013d9bbb2cc41edbc9de58aae","12-59900a0276e154f66f824fb29be27baaa3340734a2193b7a45fe490e34bb5670","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.47) ECP-XX53 / F/A-18E/F Structure Stress Corrosion Cracking Issues - NonOrganic","","","","","72","72","","72","72","72","72","140","500","","","","1.7","1.7","","12.428","1.731","1.762","1.794","1.826","3.615","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","2-8c191d95a3f1eaadcfb5677f14ff5749941679415bfc4e2702524f36693a9257","12-59900a0276e154f66f824fb29be27baaa3340734a2193b7a45fe490e34bb5670","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.49) ECP-XX60: NACES Retrofit Upgrades - Organic","","","","","100","100","","100","100","100","100","","500","","","","1.72","1.72","","8.914","1.751","1.782","1.814","1.847","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-3374b4b818ab937bc872752bf08ab26f7d101bef7538d00b085b8e4faf0418ad","13-458e4bb7915089a028f16fe8c75ab111a0c0a89dc812509c84637cd10693cbe3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.50) ECP-XX61 BLK III CFT Upgrade - Organic","","","","","","","","","","31","31","","62","","","","","","","225.209","","","111.6","113.609","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-b8f2872d474789c9558f40badfdc55655e6c14b1b66758c6c85c25227eaca43d","14-85d7f539dd18e4944c7bca493435ea8f28f669270d378042fedf2f5d35ccef12","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.51) ECP-6470 Redesign Of The Hydraulic Pump Return Hose - Organic","","687","","","","","","","","","","","687","5.169","","","","","","5.169","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-ff6ce942a3c418c24e7ca1476194d2c4474d91aaf3585b970319fb80afddecb2","15-977042b7ed24cb24fa9972a9bd0523140ab0deb97e0af4344da5141ed1d04fd5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.52) ECP-6475 Aux Power Unit Hydraulic Accumulator Support Bracket - NonOrganic","Prior year qty of 22 are OEM provided as in-warranty kits so do not have a cost.","22","72","72","72","72","","72","72","48","","","430","0","0.416","0.424","0.431","0.431","","2.46","0.439","0.447","0.303","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-3185ab6fc912adfd9bc233c81337cd95744f64ce9922f8d2c0e466e77c08087f","16-d650ea4ab76c6f6904100a4b0d887e47c7719236b673127ad5117f099fb3574c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.53) ECP-6476 In-Flight Refueling Pressure Regulator Removal - Organic","","582","122","","","","","","","","","","704","0.891","0.186","","","","","1.077","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","1a91ae863a7881c5ab7e873faad5a78b2075405482baaab15aba117a4dd8d3df","0-038e4b8e6df7fdfdb24db1613b3a23d7165935216ec672d6fa98502b1e16b0b9","17-2fbb29bd9d32b14099c4382ea39464924c78268e3f93312b1f469857d5546e2c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
